,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.408 / 1.716 / 99 / 99,1.568 / 2.928 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.349 / 1.988 / 99 / 99
1,1-1,1.911 / 2.464 / 99 / 99,1.583 / 2.591 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.987 / 2.726 / 99 / 99
2,1-2,1.200 / 1.491 / 99 / 99,1.366 / 1.661 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.035 / 1.225 / 99 / 99
3,1-3,1.553 / 1.640 / 99 / 99,1.854 / 2.038 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.337 / 1.378 / 99 / 99
4,1-4,1.120 / 1.244 / 99 / 99,1.347 / 1.627 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.245 / 1.311 / 99 / 99
5,1-5,1.129 / 1.305 / 99 / 99,1.628 / 2.764 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.148 / 1.305 / 99 / 99
6,1-6,1.000 / 1.000 / 99 / 99,2.283 / 3.032 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
7,2-0,0.697 / 0.697 / 42 / 42,1.029 / 2.084 / 37 / 37,-1.000 / -1.000 / 0 / 64,0.748 / 1.470 / 48 / 48
8,2-1,1.314 / 2.321 / 48 / 48,1.410 / 2.507 / 50 / 50,-1.000 / -1.000 / 0 / 54,1.229 / 1.872 / 36 / 36
9,2-2,1.194 / 1.508 / 66 / 66,1.098 / 1.899 / 57 / 57,-1.000 / -1.000 / 0 / 58,1.710 / 1.963 / 38 / 38
10,2-3,2.340 / 2.487 / 43 / 43,2.329 / 2.681 / 44 / 44,-1.000 / -1.000 / 0 / 41,2.205 / 2.743 / 71 / 71
11,2-4,1.093 / 1.093 / 59 / 59,1.000 / 1.000 / 54 / 54,-1.000 / -1.000 / 0 / 56,1.603 / 1.915 / 66 / 66
12,2-5,1.924 / 2.484 / 27 / 27,1.023 / 1.261 / 37 / 37,-1.000 / -1.000 / 0 / 43,2.041 / 2.554 / 40 / 40
13,2-6,1.255 / 1.797 / 15 / 15,1.736 / 1.867 / 26 / 26,-1.000 / -1.000 / 0 / 56,1.130 / 1.632 / 52 / 52
14,2-7,0.931 / 1.191 / 68 / 68,1.043 / 1.603 / 33 / 33,-1.000 / -1.000 / 0 / 44,0.918 / 1.191 / 42 / 42
15,2-8,1.748 / 2.188 / 73 / 73,1.885 / 2.204 / 38 / 38,-1.000 / -1.000 / 0 / 38,1.946 / 2.761 / 23 / 23
16,2-9,3.185 / 3.454 / 69 / 69,1.946 / 2.075 / 47 / 47,-1.000 / -1.000 / 0 / 36,3.167 / 3.497 / 39 / 39
17,2-10,1.470 / 1.990 / 55 / 55,1.595 / 1.888 / 39 / 39,-1.000 / -1.000 / 0 / 53,1.368 / 1.990 / 31 / 31
18,2-11,2.096 / 2.382 / 49 / 49,2.040 / 2.320 / 51 / 51,-1.000 / -1.000 / 0 / 53,2.063 / 2.653 / 38 / 38
19,2-12,1.859 / 2.617 / 37 / 37,1.860 / 2.263 / 60 / 60,-1.000 / -1.000 / 0 / 72,1.783 / 2.609 / 59 / 59
20,2-13,0.952 / 0.952 / 47 / 47,0.952 / 0.952 / 59 / 59,-1.000 / -1.000 / 0 / 51,1.508 / 1.508 / 34 / 34
