,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.045 / 1.896 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.226 / 1.331 / 99 / 99,1.766 / 2.258 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.186 / 1.331 / 99 / 99
2,1-2,1.439 / 1.780 / 99 / 99,1.541 / 1.963 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.661 / 2.052 / 99 / 99
3,1-3,1.259 / 1.318 / 99 / 99,1.547 / 1.799 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.368 / 1.505 / 99 / 99
4,1-4,1.060 / 1.285 / 99 / 99,1.341 / 1.436 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.129 / 1.285 / 99 / 99
5,1-5,1.617 / 1.653 / 99 / 99,1.489 / 1.611 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.696 / 1.961 / 99 / 99
6,1-6,1.292 / 1.581 / 99 / 99,2.139 / 2.159 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.453 / 1.615 / 99 / 99
7,2-0,1.028 / 1.236 / 61 / 61,0.979 / 1.236 / 52 / 52,-1.000 / -1.000 / 0 / 50,1.025 / 1.236 / 65 / 65
8,2-1,1.074 / 1.517 / 61 / 61,1.064 / 1.517 / 58 / 58,-1.000 / -1.000 / 0 / 51,0.964 / 1.240 / 47 / 47
9,2-2,1.611 / 1.915 / 62 / 62,1.384 / 1.864 / 40 / 40,-1.000 / -1.000 / 0 / 30,1.474 / 1.772 / 51 / 51
10,2-3,0.889 / 0.889 / 39 / 39,1.021 / 1.021 / 79 / 79,-1.000 / -1.000 / 0 / 30,0.889 / 0.889 / 69 / 69
11,2-4,1.278 / 1.532 / 44 / 44,1.307 / 1.532 / 29 / 29,-1.000 / -1.000 / 0 / 48,1.275 / 1.532 / 33 / 33
12,2-5,1.056 / 1.407 / 31 / 31,1.128 / 1.675 / 27 / 27,-1.000 / -1.000 / 0 / 54,0.969 / 1.363 / 52 / 52
13,2-6,1.476 / 1.562 / 43 / 43,1.448 / 1.527 / 56 / 56,-1.000 / -1.000 / 0 / 49,1.478 / 1.562 / 31 / 31
14,2-7,1.321 / 1.518 / 43 / 43,1.380 / 1.753 / 37 / 37,-1.000 / -1.000 / 0 / 40,1.396 / 1.942 / 50 / 50
15,2-8,1.076 / 2.620 / 51 / 51,1.604 / 2.620 / 41 / 41,-1.000 / -1.000 / 0 / 52,0.908 / 0.908 / 65 / 65
16,2-9,2.421 / 2.593 / 54 / 54,2.340 / 2.506 / 63 / 63,-1.000 / -1.000 / 0 / 54,2.388 / 2.438 / 28 / 28
17,2-10,2.128 / 2.420 / 57 / 57,1.886 / 2.497 / 60 / 60,-1.000 / -1.000 / 0 / 31,2.573 / 2.799 / 41 / 41
18,2-11,1.101 / 1.279 / 69 / 69,1.172 / 1.550 / 20 / 20,-1.000 / -1.000 / 0 / 40,1.006 / 1.521 / 55 / 57
19,2-12,2.057 / 2.063 / 32 / 32,2.107 / 2.210 / 55 / 55,-1.000 / -1.000 / 0 / 43,2.411 / 2.583 / 22 / 22
20,2-13,0.953 / 1.309 / 59 / 59,1.039 / 1.773 / 79 / 79,-1.000 / -1.000 / 0 / 58,1.086 / 1.309 / 38 / 38
