,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,1.203 / 1.203 / 99 / 99,1.327 / 1.327 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,2.116 / 2.395 / 99 / 99,1.823 / 2.330 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,1.319 / 1.574 / 99 / 99,1.734 / 2.101 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.503 / 1.566 / 99 / 99,1.910 / 2.384 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,1.389 / 1.566 / 99 / 99,1.795 / 2.395 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,1.278 / 1.594 / 99 / 99,2.864 / 3.263 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,1.590 / 2.251 / 99 / 99,2.727 / 2.895 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,2-0,-1.000 / -1.000 / 0 / 54,1.512 / 1.890 / 56 / 56,1.887 / 2.368 / 48 / 48,-1.000 / -1.000 / 0 / 58
8,2-1,-1.000 / -1.000 / 0 / 48,1.287 / 1.600 / 59 / 59,0.948 / 1.668 / 44 / 44,-1.000 / -1.000 / 0 / 25
9,2-2,-1.000 / -1.000 / 0 / 42,1.129 / 1.561 / 39 / 39,0.893 / 0.893 / 20 / 20,-1.000 / -1.000 / 0 / 33
10,2-3,-1.000 / -1.000 / 0 / 44,1.004 / 1.061 / 62 / 62,1.543 / 1.589 / 40 / 40,-1.000 / -1.000 / 0 / 59
11,2-4,-1.000 / -1.000 / 0 / 17,0.970 / 1.262 / 40 / 40,1.106 / 1.587 / 54 / 54,-1.000 / -1.000 / 0 / 68
12,2-5,-1.000 / -1.000 / 0 / 34,1.422 / 2.499 / 43 / 43,1.311 / 1.311 / 54 / 54,-1.000 / -1.000 / 0 / 68
13,2-6,-1.000 / -1.000 / 0 / 46,1.619 / 1.929 / 61 / 61,0.952 / 0.952 / 49 / 49,-1.000 / -1.000 / 0 / 47
14,2-7,-1.000 / -1.000 / 0 / 59,1.452 / 1.661 / 55 / 55,1.154 / 1.238 / 56 / 56,-1.000 / -1.000 / 0 / 56
15,2-8,-1.000 / -1.000 / 0 / 64,1.735 / 2.286 / 17 / 17,1.764 / 2.493 / 49 / 49,-1.000 / -1.000 / 0 / 82
16,2-9,-1.000 / -1.000 / 0 / 44,1.089 / 1.089 / 39 / 39,1.524 / 1.677 / 17 / 17,-1.000 / -1.000 / 0 / 34
17,2-10,-1.000 / -1.000 / 0 / 71,1.065 / 1.065 / 31 / 31,1.073 / 1.114 / 73 / 73,-1.000 / -1.000 / 0 / 42
18,2-11,-1.000 / -1.000 / 0 / 61,1.022 / 1.218 / 51 / 51,1.470 / 1.665 / 59 / 59,-1.000 / -1.000 / 0 / 63
19,2-12,-1.000 / -1.000 / 0 / 44,1.034 / 1.487 / 33 / 33,2.201 / 2.792 / 33 / 33,-1.000 / -1.000 / 0 / 40
20,2-13,-1.000 / -1.000 / 0 / 56,0.888 / 2.652 / 68 / 68,1.217 / 1.618 / 62 / 62,-1.000 / -1.000 / 0 / 43
