,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.533 / 2.289 / 99 / 99,1.714 / 2.736 / 99 / 99,2.578 / 3.033 / 99 / 99,1.633 / 2.440 / 99 / 99
2,1-2,1.223 / 1.616 / 99 / 99,2.079 / 2.334 / 99 / 99,2.174 / 2.435 / 99 / 99,1.668 / 2.345 / 99 / 99
3,1-3,1.614 / 2.211 / 99 / 99,1.966 / 2.674 / 99 / 99,2.031 / 2.808 / 99 / 99,1.433 / 1.812 / 99 / 99
4,1-4,1.680 / 1.941 / 99 / 99,2.420 / 2.655 / 99 / 99,2.494 / 2.776 / 99 / 99,2.073 / 2.761 / 99 / 99
5,1-5,1.427 / 1.702 / 99 / 99,1.913 / 2.659 / 99 / 99,2.029 / 2.642 / 99 / 99,1.651 / 2.137 / 99 / 99
6,1-6,1.000 / 1.000 / 99 / 99,1.183 / 1.183 / 99 / 99,1.754 / 1.799 / 99 / 99,1.000 / 1.000 / 99 / 99
7,2-0,1.052 / 1.330 / 46 / 46,1.035 / 1.330 / 57 / 57,0.930 / 0.930 / 39 / 39,0.980 / 1.330 / 48 / 48
8,2-1,3.364 / 3.562 / 65 / 65,3.375 / 3.813 / 31 / 31,3.329 / 3.453 / 31 / 31,3.698 / 4.397 / 57 / 57
9,2-2,1.645 / 2.246 / 65 / 65,15.554 / 546.888 / 41 / 41,1.321 / 2.360 / 66 / 66,2.055 / 2.830 / 43 / 43
10,2-3,1.567 / 1.731 / 74 / 74,1.682 / 1.896 / 14 / 14,1.542 / 1.630 / 43 / 43,1.833 / 1.926 / 48 / 48
11,2-4,1.389 / 1.810 / 59 / 59,1.660 / 2.166 / 56 / 56,1.563 / 1.927 / 56 / 56,1.595 / 1.934 / 46 / 46
12,2-5,2.685 / 3.191 / 45 / 45,2.758 / 3.481 / 61 / 61,2.564 / 3.010 / 53 / 53,2.933 / 3.506 / 56 / 56
13,2-6,0.912 / 1.359 / 41 / 41,22.425 / 425.260 / 40 / 41,79.070 / 426.088 / 49 / 49,0.942 / 0.989 / 29 / 54
14,2-7,2.049 / 2.343 / 37 / 37,2.495 / 3.157 / 54 / 54,2.201 / 2.818 / 56 / 56,2.399 / 3.499 / 61 / 61
15,2-8,1.005 / 1.278 / 47 / 47,1.014 / 1.278 / 47 / 47,1.003 / 1.278 / 48 / 48,0.959 / 1.278 / 45 / 45
16,2-9,1.014 / 1.481 / 67 / 67,1.225 / 1.610 / 35 / 35,2.031 / 2.401 / 73 / 73,1.146 / 1.494 / 31 / 31
17,2-10,3.289 / 3.760 / 17 / 17,3.714 / 4.394 / 48 / 48,3.492 / 4.121 / 64 / 64,3.798 / 5.087 / 61 / 61
18,2-11,0.952 / 1.270 / 42 / 42,0.992 / 1.270 / 48 / 48,1.008 / 1.270 / 48 / 48,0.928 / 1.270 / 39 / 39
19,2-12,2.081 / 2.691 / 52 / 52,1.913 / 2.901 / 53 / 53,1.270 / 1.747 / 47 / 47,1.672 / 2.296 / 57 / 57
20,2-13,1.081 / 1.543 / 19 / 19,1.413 / 1.955 / 70 / 70,1.061 / 1.887 / 53 / 53,1.449 / 1.961 / 76 / 76
