,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.126 / 1.366 / 99 / 99,1.536 / 1.935 / 99 / 99,1.772 / 1.938 / 99 / 99,1.248 / 1.366 / 99 / 99
1,1-1,1.419 / 1.759 / 99 / 99,1.730 / 1.971 / 99 / 99,1.914 / 2.250 / 99 / 99,1.523 / 1.735 / 99 / 99
2,1-2,1.261 / 1.364 / 99 / 99,1.125 / 1.367 / 99 / 99,1.720 / 1.943 / 99 / 99,1.180 / 1.364 / 99 / 99
3,1-3,1.002 / 1.006 / 99 / 99,1.967 / 2.301 / 99 / 99,2.605 / 3.065 / 99 / 99,1.002 / 1.006 / 99 / 99
4,1-4,1.480 / 1.874 / 99 / 99,1.541 / 1.903 / 99 / 99,1.601 / 1.801 / 99 / 99,1.420 / 1.613 / 99 / 99
5,1-5,1.490 / 1.716 / 99 / 99,2.591 / 2.956 / 99 / 99,3.620 / 4.021 / 99 / 99,1.605 / 1.716 / 99 / 99
6,1-6,1.416 / 2.192 / 99 / 99,1.941 / 2.368 / 99 / 99,2.513 / 2.865 / 99 / 99,1.574 / 2.346 / 99 / 99
7,1-7,1.972 / 2.204 / 99 / 99,2.481 / 3.147 / 66 / 99,3.209 / 3.379 / 23 / 99,2.112 / 2.204 / 99 / 99
8,1-8,1.105 / 1.297 / 99 / 99,1.261 / 1.417 / 99 / 99,1.420 / 1.799 / 99 / 99,1.175 / 1.482 / 99 / 99
9,1-9,1.099 / 1.392 / 99 / 99,1.860 / 2.021 / 99 / 99,1.498 / 2.247 / 99 / 99,1.226 / 1.392 / 99 / 99
10,1-10,1.675 / 2.031 / 99 / 99,1.861 / 2.311 / 99 / 99,2.056 / 2.374 / 99 / 99,1.607 / 1.978 / 99 / 99
11,1-11,1.334 / 1.785 / 99 / 99,1.394 / 1.769 / 99 / 99,1.898 / 2.734 / 99 / 99,2.639 / 2.837 / 99 / 99
12,1-12,1.696 / 2.433 / 99 / 99,2.654 / 3.392 / 99 / 99,3.861 / 4.371 / 99 / 99,1.881 / 2.827 / 99 / 99
13,1-13,1.050 / 1.311 / 99 / 99,2.169 / 2.707 / 42 / 99,1.133 / 2.062 / 99 / 99,1.182 / 1.311 / 99 / 99
14,1-14,2.077 / 2.301 / 99 / 99,3.244 / 3.568 / 99 / 99,2.269 / 2.469 / 99 / 99,2.052 / 2.301 / 99 / 99
15,2-0,1.008 / 1.919 / 60 / 60,1.127 / 1.127 / 54 / 54,1.931 / 1.981 / 42 / 42,0.968 / 2.146 / 73 / 73
16,2-1,0.752 / 0.752 / 71 / 71,1.421 / 1.918 / 34 / 34,2.006 / 2.216 / 49 / 49,1.214 / 1.533 / 49 / 49
17,2-2,1.078 / 1.402 / 63 / 63,0.964 / 1.348 / 36 / 36,1.658 / 2.060 / 45 / 59,0.950 / 1.348 / 44 / 44
18,2-3,1.566 / 1.767 / 43 / 43,1.858 / 2.455 / 24 / 24,2.004 / 2.572 / 36 / 36,1.565 / 1.829 / 45 / 45
19,2-4,1.259 / 1.608 / 15 / 15,2.482 / 2.809 / 57 / 57,0.909 / 0.909 / 32 / 32,1.470 / 1.608 / 57 / 57
20,2-5,1.110 / 1.811 / 38 / 38,0.965 / 1.361 / 31 / 31,1.099 / 1.361 / 50 / 50,1.248 / 1.811 / 58 / 58
21,2-6,0.892 / 0.892 / 35 / 35,1.354 / 1.361 / 46 / 46,1.520 / 1.536 / 36 / 36,0.892 / 0.892 / 66 / 66
22,2-7,1.376 / 1.627 / 56 / 56,2.242 / 2.485 / 62 / 62,1.105 / 1.435 / 56 / 56,1.447 / 1.908 / 32 / 32
23,2-8,0.957 / 0.957 / 24 / 24,0.718 / 0.718 / 76 / 76,1.775 / 2.390 / 22 / 22,1.133 / 2.370 / 57 / 57
24,2-9,1.235 / 1.740 / 48 / 48,1.097 / 1.914 / 53 / 53,1.701 / 2.222 / 36 / 36,1.189 / 1.828 / 58 / 58
25,2-10,1.913 / 2.070 / 27 / 27,2.482 / 2.815 / 60 / 60,2.821 / 3.223 / 71 / 71,1.758 / 2.070 / 51 / 51
26,2-11,1.450 / 1.663 / 55 / 55,1.346 / 1.785 / 57 / 57,1.231 / 1.848 / 59 / 59,1.447 / 1.663 / 51 / 51
27,2-12,1.547 / 2.371 / 52 / 52,1.489 / 2.108 / 29 / 29,1.398 / 1.977 / 53 / 53,1.542 / 2.371 / 53 / 53
28,2-13,0.919 / 0.919 / 34 / 34,1.174 / 1.174 / 54 / 54,1.339 / 1.340 / 72 / 72,0.919 / 0.919 / 67 / 67
29,2-14,1.249 / 1.705 / 64 / 64,2.221 / 2.820 / 67 / 67,1.199 / 1.567 / 66 / 66,1.425 / 2.068 / 62 / 62
