,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.687 / 2.023 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.740 / 2.709 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.451 / 2.750 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.481 / 2.186 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.598 / 2.036 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.831 / 2.363 / 99 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.157 / 1.390 / 99 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.214 / 1.218 / 99 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.410 / 2.079 / 99 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.478 / 1.799 / 99 / 99
10,1-10,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.735 / 2.377 / 99 / 99
11,1-11,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.186 / 1.785 / 99 / 99
12,1-12,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,0.998 / 1.402 / 99 / 99
13,1-13,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.474 / 1.476 / 99 / 99
14,1-14,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.966 / 2.225 / 99 / 99
15,2-0,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 72,-1.000 / -1.000 / 0 / 30,1.442 / 2.172 / 41 / 41
16,2-1,-1.000 / -1.000 / 0 / 32,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 34,1.099 / 1.528 / 41 / 41
17,2-2,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 54,1.242 / 2.352 / 25 / 25
18,2-3,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 33,1.266 / 1.443 / 40 / 40
19,2-4,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 48,1.948 / 2.330 / 55 / 55
20,2-5,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 64,1.264 / 1.956 / 46 / 46
21,2-6,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 63,1.114 / 1.247 / 57 / 57
22,2-7,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 67,0.777 / 1.035 / 43 / 43
23,2-8,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 28,1.128 / 2.344 / 49 / 49
24,2-9,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 52,0.871 / 1.310 / 37 / 37
25,2-10,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 47,1.105 / 1.428 / 63 / 63
26,2-11,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 32,1.201 / 1.818 / 58 / 58
27,2-12,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 54,1.233 / 1.837 / 11 / 11
28,2-13,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 48,2.812 / 3.120 / 40 / 40
29,2-14,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 59,1.964 / 2.051 / 28 / 28
