,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.484 / 2.099 / 99 / 99,1.544 / 1.849 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.345 / 1.530 / 99 / 99
1,1-1,1.778 / 2.073 / 99 / 99,1.656 / 2.296 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.431 / 1.917 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.220 / 1.222 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.150 / 1.319 / 99 / 99,1.338 / 1.604 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.335 / 1.613 / 99 / 99
4,1-4,1.501 / 2.152 / 99 / 99,1.404 / 1.960 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.947 / 2.316 / 99 / 99
5,1-5,1.357 / 1.810 / 99 / 99,1.612 / 2.263 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.356 / 1.934 / 99 / 99
6,1-6,1.677 / 1.747 / 99 / 99,2.076 / 2.378 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
7,1-7,1.549 / 1.883 / 99 / 99,1.673 / 2.153 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.568 / 2.163 / 99 / 99
8,1-8,2.068 / 2.361 / 99 / 99,1.644 / 2.269 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.572 / 1.946 / 99 / 99
9,1-9,1.628 / 1.641 / 99 / 99,1.584 / 1.792 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.317 / 1.575 / 99 / 99
10,2-0,0.757 / 1.628 / 50 / 50,1.529 / 1.879 / 27 / 27,-1.000 / -1.000 / 0 / 54,1.088 / 1.161 / 56 / 56
11,2-1,1.952 / 2.161 / 23 / 23,1.124 / 1.290 / 41 / 41,-1.000 / -1.000 / 0 / 65,1.292 / 1.785 / 64 / 64
12,2-2,2.433 / 2.996 / 54 / 54,1.726 / 4.002 / 49 / 49,-1.000 / -1.000 / 0 / 37,2.485 / 2.872 / 50 / 50
13,2-3,1.214 / 1.467 / 38 / 38,1.268 / 2.430 / 38 / 38,-1.000 / -1.000 / 0 / 35,1.635 / 2.169 / 44 / 44
14,2-4,1.452 / 1.832 / 56 / 56,31.182 / 1014.824 / 52 / 53,-1.000 / -1.000 / 0 / 41,1.156 / 1.737 / 56 / 56
15,2-5,1.803 / 2.506 / 64 / 64,1.308 / 1.724 / 31 / 31,-1.000 / -1.000 / 0 / 28,1.003 / 1.514 / 55 / 55
16,2-6,1.187 / 1.622 / 46 / 46,0.694 / 1.304 / 55 / 55,-1.000 / -1.000 / 0 / 44,0.844 / 1.304 / 45 / 45
17,2-7,1.960 / 2.356 / 56 / 56,2.489 / 2.763 / 65 / 65,-1.000 / -1.000 / 0 / 51,1.670 / 1.810 / 47 / 47
18,2-8,1.371 / 1.767 / 49 / 49,1.210 / 2.044 / 74 / 74,-1.000 / -1.000 / 0 / 50,0.945 / 1.680 / 52 / 52
19,2-9,0.899 / 0.899 / 30 / 30,27.186 / 868.176 / 34 / 34,-1.000 / -1.000 / 0 / 40,0.967 / 1.190 / 38 / 38
20,2-10,2.332 / 2.621 / 37 / 37,2.408 / 2.785 / 37 / 37,-1.000 / -1.000 / 0 / 55,1.308 / 1.650 / 61 / 61
21,2-11,1.434 / 1.687 / 54 / 54,1.466 / 2.103 / 49 / 62,-1.000 / -1.000 / 0 / 58,1.748 / 2.064 / 42 / 42
22,2-12,0.976 / 1.121 / 41 / 41,1.414 / 2.813 / 51 / 51,-1.000 / -1.000 / 0 / 26,1.106 / 1.262 / 47 / 47
23,2-13,2.658 / 3.109 / 48 / 48,1.574 / 1.613 / 44 / 44,-1.000 / -1.000 / 0 / 46,1.490 / 1.557 / 66 / 66
24,2-14,0.897 / 0.921 / 7 / 7,1.076 / 1.511 / 63 / 63,-1.000 / -1.000 / 0 / 64,0.925 / 1.291 / 50 / 50
25,2-15,2.033 / 2.503 / 59 / 59,2.386 / 2.794 / 38 / 38,-1.000 / -1.000 / 0 / 27,2.025 / 2.479 / 36 / 36
26,2-16,1.008 / 1.764 / 65 / 65,1.003 / 1.899 / 41 / 41,-1.000 / -1.000 / 0 / 32,1.759 / 2.147 / 29 / 29
27,2-17,1.050 / 1.111 / 64 / 64,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 53,1.069 / 1.440 / 63 / 63
28,2-18,2.125 / 2.259 / 19 / 19,2.665 / 3.515 / 38 / 38,-1.000 / -1.000 / 0 / 59,1.589 / 2.094 / 48 / 48
29,2-19,1.449 / 1.694 / 62 / 62,0.925 / 1.267 / 36 / 36,-1.000 / -1.000 / 0 / 62,0.957 / 1.267 / 60 / 60
