,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.178 / 1.384 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.608 / 1.872 / 99 / 99
1,1-1,2.621 / 2.691 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.627 / 2.836 / 99 / 99
2,1-2,1.414 / 2.003 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.503 / 2.129 / 99 / 99
3,1-3,1.882 / 2.252 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.809 / 2.379 / 99 / 99
4,1-4,1.364 / 1.742 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.547 / 2.113 / 99 / 99
5,1-5,1.852 / 2.186 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.757 / 2.191 / 99 / 99
6,1-6,1.200 / 1.479 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.385 / 1.502 / 99 / 99
7,1-7,1.307 / 1.601 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.336 / 1.662 / 99 / 99
8,1-8,1.503 / 1.868 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.456 / 1.873 / 99 / 99
9,1-9,2.185 / 2.519 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.246 / 2.641 / 99 / 99
10,2-0,1.172 / 2.019 / 41 / 41,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 56,1.099 / 1.942 / 48 / 48
11,2-1,2.043 / 2.301 / 64 / 64,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 38,1.478 / 1.566 / 18 / 18
12,2-2,1.490 / 2.223 / 55 / 55,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 39,1.614 / 2.004 / 62 / 62
13,2-3,1.112 / 1.719 / 52 / 52,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 30,1.010 / 1.682 / 46 / 46
14,2-4,0.926 / 0.926 / 46 / 46,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 37,0.808 / 0.808 / 59 / 59
15,2-5,2.091 / 2.532 / 40 / 40,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 57,2.220 / 2.631 / 66 / 66
16,2-6,1.110 / 2.034 / 64 / 64,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 62,1.107 / 2.034 / 51 / 51
17,2-7,1.597 / 1.920 / 58 / 58,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 66,1.304 / 1.920 / 43 / 43
18,2-8,1.545 / 1.807 / 41 / 41,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 54,1.413 / 1.582 / 42 / 42
19,2-9,0.914 / 1.226 / 35 / 35,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 35,1.117 / 1.922 / 55 / 55
20,2-10,1.919 / 2.072 / 42 / 42,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 70,1.957 / 2.199 / 34 / 34
21,2-11,1.104 / 1.741 / 83 / 83,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 47,0.958 / 1.330 / 56 / 56
22,2-12,1.171 / 1.581 / 50 / 50,-1.000 / -1.000 / 0 / 78,-1.000 / -1.000 / 0 / 60,1.029 / 1.364 / 54 / 54
23,2-13,1.259 / 1.799 / 44 / 44,-1.000 / -1.000 / 0 / 31,-1.000 / -1.000 / 0 / 39,1.026 / 1.703 / 48 / 48
24,2-14,1.287 / 1.909 / 71 / 71,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 62,1.354 / 1.772 / 29 / 29
25,2-15,1.660 / 2.052 / 52 / 52,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 62,1.546 / 1.737 / 42 / 42
26,2-16,1.342 / 1.875 / 50 / 50,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 61,1.233 / 1.799 / 51 / 51
27,2-17,1.086 / 1.351 / 67 / 67,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 18,1.161 / 1.403 / 49 / 49
28,2-18,0.891 / 0.891 / 49 / 49,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 44,0.891 / 0.891 / 40 / 40
29,2-19,1.202 / 1.453 / 49 / 49,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 44,1.223 / 1.732 / 44 / 44
