,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.318 / 1.840 / 99 / 99,1.447 / 2.099 / 99 / 99,1.679 / 2.207 / 99 / 99,1.411 / 1.840 / 99 / 99
1,1-1,0.886 / 1.041 / 99 / 99,1.101 / 1.295 / 99 / 99,0.909 / 1.471 / 99 / 99,0.906 / 1.041 / 99 / 99
2,1-2,1.851 / 2.379 / 99 / 99,2.070 / 2.521 / 99 / 99,2.231 / 2.631 / 99 / 99,1.995 / 2.379 / 99 / 99
3,1-3,1.725 / 2.381 / 99 / 99,1.586 / 2.176 / 99 / 99,1.479 / 2.214 / 99 / 99,1.718 / 2.381 / 99 / 99
4,1-4,1.203 / 1.527 / 99 / 99,0.947 / 1.350 / 99 / 99,1.649 / 1.884 / 99 / 99,1.211 / 1.527 / 99 / 99
5,2-0,1.001 / 1.602 / 57 / 57,1.295 / 1.829 / 38 / 38,1.111 / 1.766 / 54 / 54,1.081 / 1.602 / 51 / 51
6,2-1,0.952 / 0.952 / 46 / 46,0.952 / 0.952 / 33 / 33,0.964 / 1.349 / 32 / 32,0.952 / 0.952 / 53 / 53
7,2-2,1.221 / 1.516 / 62 / 62,1.369 / 1.799 / 54 / 54,1.365 / 1.486 / 28 / 28,1.061 / 1.516 / 67 / 67
8,2-3,1.084 / 1.201 / 39 / 39,1.269 / 1.725 / 24 / 24,1.186 / 1.445 / 55 / 55,1.012 / 1.201 / 60 / 60
9,2-4,0.979 / 1.105 / 45 / 45,0.767 / 0.767 / 36 / 36,1.473 / 1.639 / 61 / 61,1.044 / 1.105 / 55 / 55
