,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.429 / 2.218 /  9,1.173 / 1.779 /  9,1.000 / 1.000 /  9,1.722 / 2.281 /  9,1.000 / 1.000 /  9
1,1-1,1.263 / 1.407 /  9,1.390 / 1.407 /  9,1.407 / 1.407 /  9,1.000 / 1.000 /  9,1.407 / 1.407 /  9
2,1-2,1.254 / 1.360 /  9,1.715 / 1.915 /  9,1.657 / 1.657 /  9,1.365 / 1.373 /  9,1.657 / 1.657 /  9
3,1-3,2.451 / 2.777 /  9,2.022 / 2.313 /  9,1.939 / 1.939 /  9,2.562 / 2.843 /  9,1.939 / 1.939 /  9
4,1-4,1.813 / 1.813 /  9,1.813 / 1.813 /  9,1.813 / 1.813 /  9,1.658 / 2.055 / 29,1.813 / 1.813 /  9
5,2-0,0.892 / 0.892 /  6,0.892 / 0.892 /  9,0.892 / 0.892 /  9,1.179 / 1.179 /  7,0.892 / 0.892 /  9
6,2-1,0.894 / 0.894 /  7,0.894 / 0.894 /  7,0.894 / 0.894 /  6,1.244 / 1.367 /  9,1.082 / 2.586 /  9
7,2-2,0.896 / 0.896 /  6,0.896 / 0.896 /  7,0.896 / 0.896 /  8,0.896 / 0.896 /  7,0.958 / 1.272 /  6
8,2-3,1.009 / 1.297 /  8,1.008 / 1.212 /  7,1.074 / 1.297 /  6,1.022 / 1.212 /  9,0.984 / 1.212 /  5
9,2-4,0.892 / 0.892 /  9,0.892 / 0.892 /  9,0.892 / 0.892 /  7,0.892 / 0.892 /  6,0.892 / 0.892 /  4
