,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.163 / 1.477 /  9,1.048 / 1.429 /  9,1.048 / 1.429 /  9,1.079 / 1.242 /  9,1.052 / 1.233 /  9
1,1-1,1.547 / 1.851 /  9,1.609 / 1.800 /  9,1.650 / 1.800 /  9,1.425 / 1.599 /  9,1.396 / 1.590 /  9
2,1-2,1.936 / 2.228 /  9,2.005 / 2.228 /  9,1.935 / 2.228 /  9,1.849 / 1.849 /  9,1.849 / 1.849 /  9
3,1-3,1.273 / 1.351 /  9,1.312 / 1.351 /  9,1.286 / 1.351 /  9,1.035 / 1.316 /  9,1.000 / 1.000 /  9
4,1-4,1.430 / 2.291 /  9,1.921 / 2.424 /  9,1.733 / 1.750 /  9,1.073 / 1.335 /  9,1.072 / 1.324 /  9
5,2-0,1.140 / 1.705 /  6,0.984 / 1.310 /  7,0.930 / 0.930 /  7,1.045 / 1.705 / 10,0.930 / 0.930 /  9
6,2-1,0.937 / 1.067 /  9,0.911 / 0.952 /  6,0.903 / 1.067 /  6,0.803 / 1.684 / 10,0.803 / 1.684 / 10
7,2-2,0.889 / 0.889 / 10,0.889 / 0.889 /  7,0.889 / 0.889 /  5,0.889 / 0.889 /  6,0.928 / 1.163 /  7
8,2-3,0.808 / 0.989 /  5,0.898 / 1.120 /  6,0.933 / 1.120 /  6,0.696 / 0.696 /  8,0.717 / 0.824 / 10
9,2-4,1.136 / 1.323 /  8,1.618 / 1.885 /  8,1.651 / 2.688 /  9,1.061 / 1.468 /  8,1.043 / 1.323 /  8
