,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.171 / 1.171 /  9,1.171 / 1.171 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.084 / 1.376 /  9,1.042 / 1.376 /  9,1.125 / 1.376 /  9,1.042 / 1.376 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
3,1-3,1.250 / 1.562 /  9,1.238 / 1.390 /  9,1.264 / 1.390 /  9,1.005 / 1.385 /  9,1.282 / 1.385 /  9
4,1-4,0.946 / 1.178 /  9,0.927 / 1.311 /  9,0.877 / 1.005 /  9,1.088 / 1.178 /  9,0.877 / 1.000 /  9
5,2-0,0.747 / 0.747 /  8,0.719 / 0.719 /  4,0.723 / 0.747 /  8,0.762 / 0.853 /  7,0.818 / 0.914 / 10
6,2-1,1.181 / 1.696 /  9,1.094 / 1.340 /  6,1.044 / 1.044 / 10,1.120 / 1.276 / 11,1.044 / 1.044 /  8
7,2-2,1.198 / 1.359 /  7,1.113 / 1.359 /  8,1.103 / 1.359 / 11,1.025 / 1.359 /  9,1.184 / 1.434 /  6
8,2-3,0.908 / 0.908 /  8,0.955 / 1.376 / 10,0.908 / 0.908 /  7,0.950 / 1.285 /  9,0.908 / 0.908 /  7
9,2-4,0.952 / 0.952 /  4,0.952 / 0.952 /  5,0.952 / 0.952 / 10,0.988 / 1.346 / 11,0.998 / 1.369 /  9
