,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.845 / 1.067 /  9,0.837 / 1.000 /  9,0.837 / 1.000 /  9,1.008 / 1.036 /  9,1.026 / 1.067 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.396 / 1.662 /  9,1.428 / 1.662 /  9,1.363 / 1.363 /  9,1.363 / 1.363 /  9,1.462 / 1.662 /  9
3,1-3,1.658 / 1.658 /  9,1.658 / 1.658 /  9,1.658 / 1.658 /  9,1.475 / 1.475 /  9,1.475 / 1.475 /  9
4,1-4,1.328 / 1.517 /  9,1.351 / 1.517 /  9,1.305 / 1.305 /  9,1.305 / 1.305 /  9,1.376 / 1.517 /  9
5,2-0,0.953 / 0.953 /  5,0.958 / 0.984 /  6,0.953 / 0.953 /  7,0.953 / 0.953 /  8,0.975 / 1.005 /  7
6,2-1,0.727 / 0.727 /  7,0.727 / 0.727 /  6,0.727 / 0.727 /  8,0.911 / 1.031 /  7,0.928 / 1.073 /  5
7,2-2,0.894 / 0.905 /  6,0.943 / 1.139 / 10,0.892 / 0.892 /  9,0.905 / 0.932 /  9,0.897 / 0.905 /  8
8,2-3,1.213 / 1.397 /  5,1.150 / 1.397 /  8,1.156 / 1.447 /  8,0.890 / 0.890 /  9,0.890 / 0.890 /  4
9,2-4,0.968 / 1.309 /  8,0.919 / 0.919 /  8,0.919 / 0.919 /  5,0.919 / 0.919 /  7,0.997 / 1.309 /  8
