,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,0.857 / 1.000 / 99 / 99,0.857 / 1.000 / 99 / 99,0.857 / 1.000 / 99 / 99,0.857 / 1.000 / 99 / 99
1,1-1,1.252 / 1.419 / 99 / 99,1.229 / 1.419 / 99 / 99,1.169 / 1.352 / 92 / 99,1.165 / 1.352 / 99 / 99
2,1-2,1.621 / 1.789 / 99 / 99,1.583 / 1.789 / 99 / 99,1.526 / 1.702 / 99 / 99,1.515 / 1.702 / 99 / 99
3,1-3,1.310 / 1.335 / 99 / 99,1.307 / 1.335 / 99 / 99,1.309 / 1.335 / 99 / 99,1.335 / 1.335 / 99 / 99
4,1-4,1.811 / 1.839 / 99 / 99,1.808 / 1.839 / 99 / 99,1.810 / 1.839 / 99 / 99,1.839 / 1.839 / 99 / 99
5,2-0,1.186 / 1.262 / 47 / 47,1.210 / 1.262 / 40 / 40,1.214 / 1.341 / 48 / 48,1.192 / 1.262 / 38 / 38
6,2-1,1.560 / 1.733 / 59 / 59,1.400 / 1.733 / 59 / 59,1.388 / 1.733 / 41 / 41,1.474 / 1.766 / 42 / 42
7,2-2,0.658 / 0.931 / 64 / 64,0.672 / 0.931 / 49 / 49,0.668 / 0.931 / 30 / 30,0.931 / 0.931 / 31 / 31
8,2-3,0.812 / 1.075 / 53 / 53,0.806 / 1.075 / 57 / 57,0.824 / 1.329 / 46 / 46,0.801 / 0.801 / 44 / 44
9,2-4,0.892 / 0.892 / 52 / 52,0.892 / 0.892 / 66 / 66,0.892 / 0.892 / 54 / 54,0.892 / 0.892 / 61 / 61
