,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.294 / 1.438 /  9,1.359 / 1.578 /  9,1.256 / 1.270 /  9,1.290 / 1.578 /  9,1.290 / 1.578 /  9
1,1-1,1.402 / 1.402 /  9,1.528 / 1.779 /  9,1.402 / 1.402 /  9,1.446 / 1.779 /  9,1.444 / 1.779 /  9
2,1-2,1.230 / 1.691 /  9,1.077 / 1.346 /  9,1.000 / 1.000 /  9,1.077 / 1.346 /  9,1.154 / 1.346 /  9
3,1-3,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.148 / 1.373 /  9,1.032 / 1.292 /  9,1.000 / 1.000 /  9,1.074 / 1.373 /  9,1.171 / 1.373 /  9
5,2-0,0.894 / 0.894 /  8,0.894 / 0.894 / 10,0.894 / 0.894 /  6,0.894 / 0.894 /  6,0.894 / 0.894 /  6
6,2-1,0.544 / 0.771 /  7,0.506 / 0.506 /  7,0.506 / 0.506 /  8,0.688 / 0.930 /  7,0.506 / 0.506 /  5
7,2-2,0.919 / 0.919 /  7,0.919 / 0.919 /  8,0.919 / 0.919 /  5,1.305 / 1.691 /  6,0.919 / 0.919 /  7
8,2-3,0.853 / 1.284 /  8,0.884 / 0.982 /  4,0.742 / 0.742 /  6,0.742 / 0.742 /  5,0.768 / 0.899 /  6
9,2-4,1.698 / 1.986 /  9,1.605 / 1.605 /  7,1.605 / 1.605 / 10,1.668 / 1.986 /  9,1.632 / 1.797 /  7
