,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.306 / 1.306 /  9,1.381 / 1.642 /  9,1.064 / 1.230 /  9,1.139 / 1.336 /  9
1,1-1,1.390 / 1.390 /  9,1.359 / 1.359 /  9,1.432 / 1.687 /  9,1.390 / 1.390 /  9,1.493 / 1.748 /  9
2,1-2,1.769 / 1.769 /  9,2.076 / 2.076 /  9,2.152 / 2.419 /  9,1.795 / 2.001 /  9,1.845 / 2.112 /  9
3,1-3,1.000 / 1.000 /  9,1.076 / 1.076 /  9,1.076 / 1.076 /  9,1.000 / 1.000 /  9,1.076 / 1.076 /  9
4,1-4,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
5,2-0,0.977 / 1.320 /  7,0.919 / 0.919 /  6,0.919 / 0.919 /  7,1.038 / 1.866 /  8,0.919 / 0.919 /  9
6,2-1,0.919 / 0.919 /  3,0.991 / 0.995 / 12,0.991 / 0.991 /  4,0.919 / 0.919 /  8,1.030 / 1.344 /  9
7,2-2,0.759 / 0.759 /  7,0.759 / 0.759 /  5,0.759 / 0.759 / 11,0.795 / 1.080 /  9,0.842 / 1.103 /  8
8,2-3,0.896 / 0.896 /  1,0.947 / 1.259 /  7,1.032 / 1.259 /  8,0.896 / 0.896 /  3,0.896 / 0.896 /  7
9,2-4,0.920 / 0.920 /  4,0.891 / 0.891 /  5,0.955 / 1.180 /  9,1.054 / 1.998 /  8,1.134 / 2.025 /  7
