,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.067 / 1.335 / 99 / 99,0.976 / 1.335 / 99 / 99,0.926 / 1.335 / 99 / 99,1.041 / 1.335 / 99 / 99
1,1-1,1.247 / 1.479 / 99 / 99,1.259 / 1.479 / 99 / 99,1.208 / 1.479 / 99 / 99,1.293 / 1.479 / 99 / 99
2,1-2,1.126 / 1.355 / 99 / 99,1.161 / 1.355 / 99 / 99,1.177 / 1.355 / 99 / 99,1.243 / 1.355 / 99 / 99
3,1-3,1.249 / 1.700 / 99 / 99,1.267 / 1.700 / 99 / 99,1.203 / 1.700 / 99 / 99,1.212 / 1.700 / 99 / 99
4,1-4,1.476 / 1.678 / 99 / 99,1.507 / 1.678 / 99 / 99,1.523 / 1.678 / 99 / 99,1.580 / 1.678 / 99 / 99
5,2-0,0.941 / 0.941 / 35 / 35,0.960 / 1.841 / 46 / 46,0.941 / 0.941 / 51 / 51,0.941 / 0.941 / 68 / 68
6,2-1,0.729 / 0.729 / 57 / 57,0.729 / 0.729 / 37 / 37,0.729 / 0.729 / 26 / 26,0.740 / 1.354 / 57 / 57
7,2-2,1.087 / 1.173 / 47 / 47,1.071 / 1.274 / 51 / 51,1.042 / 1.173 / 25 / 25,1.003 / 1.173 / 58 / 58
8,2-3,0.941 / 0.941 / 44 / 44,0.941 / 0.941 / 48 / 48,0.941 / 0.941 / 34 / 34,0.941 / 0.941 / 45 / 45
9,2-4,1.339 / 1.419 / 63 / 63,1.368 / 1.419 / 57 / 57,1.387 / 1.419 / 52 / 52,1.339 / 1.419 / 44 / 44
