,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.090 / 1.205 /  9,1.225 / 1.325 /  9,1.067 / 1.076 /  9,1.067 / 1.076 /  9
1,1-1,1.358 / 1.358 /  9,1.380 / 1.553 /  9,1.358 / 1.358 /  9,1.358 / 1.358 /  9,1.358 / 1.358 /  9
2,1-2,1.000 / 1.000 /  9,1.356 / 1.731 /  9,1.438 / 1.454 /  9,1.389 / 1.731 /  9,1.310 / 1.310 /  9
3,1-3,1.000 / 1.000 /  9,1.126 / 1.386 /  9,1.135 / 1.829 /  9,1.043 / 1.386 /  9,1.043 / 1.386 /  9
4,1-4,1.709 / 1.709 /  9,1.917 / 1.942 /  9,1.914 / 1.914 /  9,1.709 / 1.709 /  9,1.709 / 1.709 /  9
5,2-0,0.835 / 0.835 /  7,1.053 / 1.053 /  3,0.899 / 0.899 /  7,1.053 / 1.053 /  8,1.053 / 1.053 /  8
6,2-1,1.294 / 1.684 /  9,0.929 / 0.929 /  8,0.929 / 0.929 /  7,1.000 / 1.494 /  8,0.929 / 0.929 /  8
7,2-2,0.949 / 1.272 /  7,1.253 / 1.901 /  9,1.321 / 1.437 /  7,1.190 / 1.260 /  5,1.183 / 1.260 /  8
8,2-3,0.956 / 1.155 / 11,1.255 / 1.412 / 10,1.005 / 1.143 /  7,1.209 / 1.412 /  9,1.216 / 1.412 /  8
9,2-4,1.175 / 1.175 /  7,0.895 / 0.895 / 12,0.932 / 1.226 /  9,0.950 / 1.226 /  6,0.951 / 1.289 /  7
