,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.114 / 1.323 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.263 / 1.970 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.121 / 1.121 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.026 / 2.558 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.751 / 2.015 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.180 / 1.356 / 99 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.880 / 2.232 / 99 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.644 / 2.305 / 99 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.188 / 1.291 / 99 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
10,1-10,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.307 / 1.607 / 99 / 99
11,1-11,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.872 / 2.366 / 99 / 99
12,1-12,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.999 / 2.660 / 99 / 99
13,2-0,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 55,1.294 / 1.805 / 36 / 36
14,2-1,-1.000 / -1.000 / 0 / 75,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 36,0.982 / 1.073 / 22 / 22
15,2-2,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 47,1.482 / 2.434 / 66 / 66
16,2-3,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 44,1.039 / 1.039 / 35 / 35
17,2-4,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 56,1.388 / 1.388 / 50 / 50
18,2-5,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 58,1.047 / 1.740 / 40 / 40
19,2-6,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 21,-1.000 / -1.000 / 0 / 44,1.061 / 1.061 / 35 / 35
20,2-7,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 76,1.429 / 1.867 / 55 / 55
21,2-8,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 57,1.045 / 2.396 / 41 / 41
22,2-9,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 50,3.184 / 3.562 / 47 / 47
23,2-10,-1.000 / -1.000 / 0 / 31,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 46,1.305 / 1.965 / 46 / 46
24,2-11,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 70,1.742 / 2.176 / 50 / 50
25,2-12,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 59,0.950 / 1.012 / 63 / 63
