,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.215 / 1.373 / 99 / 99,1.370 / 1.498 / 99 / 99,2.318 / 2.627 / 99 / 99,1.102 / 1.373 / 99 / 99
1,1-1,1.014 / 1.277 / 99 / 99,1.363 / 1.477 / 99 / 99,1.513 / 1.613 / 99 / 99,1.059 / 1.277 / 99 / 99
2,1-2,1.611 / 1.996 / 99 / 99,2.396 / 3.024 / 99 / 99,2.879 / 3.458 / 99 / 99,1.407 / 1.996 / 99 / 99
3,2-0,1.695 / 2.132 / 34 / 34,1.735 / 2.132 / 57 / 57,1.755 / 2.132 / 49 / 49,1.587 / 1.837 / 34 / 34
4,2-1,2.172 / 2.435 / 72 / 72,2.261 / 2.598 / 42 / 42,2.078 / 2.078 / 19 / 19,2.191 / 2.435 / 34 / 34
5,2-2,1.128 / 1.748 / 64 / 64,1.210 / 1.748 / 44 / 44,1.158 / 1.748 / 52 / 52,1.155 / 1.748 / 33 / 33
6,2-3,1.090 / 1.093 / 37 / 37,1.091 / 1.093 / 49 / 49,1.091 / 1.093 / 60 / 60,1.091 / 1.093 / 45 / 45
7,2-4,1.154 / 1.154 / 59 / 59,1.154 / 1.154 / 41 / 41,1.154 / 1.154 / 12 / 12,1.154 / 1.154 / 64 / 64
8,2-5,1.727 / 1.727 / 49 / 49,1.727 / 1.727 / 62 / 62,1.727 / 1.727 / 60 / 60,1.727 / 1.727 / 41 / 41
9,2-6,2.737 / 2.737 / 44 / 44,2.799 / 3.045 / 73 / 73,2.860 / 3.045 / 78 / 78,2.755 / 2.893 / 63 / 63
10,2-7,1.044 / 1.532 / 66 / 66,1.022 / 1.223 / 36 / 36,1.022 / 1.223 / 36 / 36,0.980 / 1.223 / 36 / 36
11,2-8,1.707 / 2.322 / 47 / 47,1.504 / 2.013 / 43 / 43,1.492 / 2.189 / 29 / 29,2.018 / 2.322 / 65 / 65
12,2-9,1.396 / 1.502 / 56 / 56,1.415 / 1.968 / 65 / 65,1.430 / 1.502 / 69 / 69,1.403 / 1.502 / 26 / 26
13,2-10,1.220 / 1.800 / 56 / 56,1.096 / 1.800 / 51 / 51,1.107 / 1.800 / 60 / 60,1.109 / 1.800 / 64 / 64
14,2-11,1.122 / 1.484 / 41 / 41,0.965 / 1.342 / 49 / 49,0.978 / 1.342 / 32 / 32,1.021 / 1.484 / 52 / 52
