,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.288 / 1.493 / 99 / 99,1.133 / 1.365 / 99 / 99,3.245 / 3.552 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.252 / 1.541 / 99 / 99,1.065 / 1.507 / 99 / 99,1.126 / 2.608 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.325 / 1.325 / 99 / 99,1.507 / 2.494 / 99 / 99,1.617 / 3.077 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.241 / 1.319 / 99 / 99,1.996 / 2.165 / 99 / 99,1.268 / 2.851 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.000 / 1.000 / 99 / 99,3711.818 / 17326.053 / 64 / 99,1.255 / 1.460 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.715 / 1.898 / 99 / 99,2.948 / 3.262 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.000 / 1.000 / 99 / 99,1.417 / 1.539 / 99 / 99,3.613 / 3.723 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.000 / 1.000 / 99 / 99,1.287 / 1.287 / 17 / 99,1.756 / 1.849 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.000 / 1.000 / 99 / 99,1.287 / 3.080 / 99 / 99,2.762 / 2.762 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.102 / 1.328 / 99 / 99,1.001 / 1.623 / 99 / 99,1.569 / 1.902 / 99 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.263 / 1.488 / 99 / 99,2.473 / 7.235 / 99 / 99,1.858 / 1.858 / 1 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.379 / 1.379 / 99 / 99,8.987 / 20.570 / 99 / 99,2.397 / 2.407 / 99 / 99,-1.000 / -1.000 / 0 / 99
12,2-0,3.207 / 3.578 / 75 / 75,3.520 / 3.726 / 48 / 48,3.164 / 3.232 / 65 / 65,-1.000 / -1.000 / 0 / 46
13,2-1,1.425 / 1.463 / 43 / 43,1.604 / 2.091 / 31 / 31,1.336 / 1.446 / 44 / 44,-1.000 / -1.000 / 0 / 36
14,2-2,1.590 / 1.758 / 50 / 50,1.677 / 2.609 / 31 / 31,1.455 / 1.673 / 45 / 45,-1.000 / -1.000 / 0 / 65
15,2-3,3.095 / 3.327 / 56 / 56,2.941 / 3.014 / 28 / 28,1.106 / 1.236 / 75 / 75,-1.000 / -1.000 / 0 / 53
16,2-4,1.690 / 1.783 / 65 / 65,3.544 / 3.979 / 43 / 43,1.958 / 2.261 / 49 / 49,-1.000 / -1.000 / 0 / 52
17,2-5,1.570 / 1.641 / 35 / 35,2.039 / 2.315 / 50 / 50,1.621 / 2.021 / 46 / 46,-1.000 / -1.000 / 0 / 50
18,2-6,1.440 / 1.674 / 40 / 40,1.499 / 2.264 / 66 / 66,1.860 / 2.236 / 70 / 70,-1.000 / -1.000 / 0 / 39
19,2-7,0.896 / 0.896 / 55 / 55,1.003 / 1.239 / 43 / 43,1.405 / 1.669 / 76 / 76,-1.000 / -1.000 / 0 / 53
20,2-8,1.921 / 1.972 / 53 / 53,1.561 / 1.805 / 46 / 46,0.938 / 0.938 / 51 / 51,-1.000 / -1.000 / 0 / 63
21,2-9,2.107 / 2.560 / 49 / 49,1.748 / 2.763 / 48 / 48,1.476 / 2.763 / 50 / 50,-1.000 / -1.000 / 0 / 59
22,2-10,1.729 / 1.729 / 21 / 21,0.890 / 0.890 / 59 / 59,0.890 / 0.890 / 43 / 43,-1.000 / -1.000 / 0 / 30
23,2-11,2.215 / 2.591 / 49 / 49,1.865 / 2.219 / 34 / 34,1.379 / 1.614 / 68 / 68,-1.000 / -1.000 / 0 / 31
