,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.329 / 1.693 / 99 / 99,1.339 / 1.724 / 99 / 99,1.984 / 2.541 / 97 / 99,1.262 / 1.693 / 99 / 99
1,1-1,1.137 / 1.322 / 99 / 99,1.150 / 1.322 / 99 / 99,1.711 / 1.955 / 99 / 99,1.189 / 1.322 / 99 / 99
2,1-2,1.373 / 1.646 / 99 / 99,1.388 / 1.812 / 99 / 99,2.041 / 2.564 / 98 / 99,1.428 / 1.657 / 99 / 99
3,2-0,0.955 / 1.286 / 41 / 41,1.253 / 2.630 / 75 / 75,1.052 / 1.397 / 54 / 54,1.046 / 1.286 / 63 / 63
4,2-1,0.895 / 0.895 / 42 / 42,0.895 / 0.895 / 45 / 45,0.895 / 0.895 / 71 / 71,0.895 / 0.895 / 57 / 57
5,2-2,1.479 / 1.717 / 83 / 83,1.707 / 1.937 / 49 / 49,1.423 / 1.905 / 58 / 58,1.590 / 1.838 / 68 / 68
6,2-3,1.154 / 1.599 / 48 / 48,1.737 / 1.983 / 37 / 37,1.514 / 2.323 / 53 / 57,1.026 / 1.599 / 52 / 52
7,2-4,1.366 / 1.519 / 85 / 85,1.311 / 1.519 / 71 / 71,1.296 / 1.519 / 53 / 53,1.367 / 1.519 / 57 / 57
8,2-5,1.430 / 1.783 / 41 / 41,1.388 / 1.630 / 65 / 65,1.533 / 1.965 / 45 / 45,1.326 / 1.630 / 41 / 41
9,2-6,1.538 / 1.977 / 34 / 34,1.462 / 2.014 / 34 / 34,1.634 / 1.805 / 31 / 31,1.481 / 1.977 / 57 / 57
10,2-7,1.412 / 1.655 / 72 / 72,1.302 / 1.490 / 53 / 53,1.449 / 1.709 / 53 / 53,1.355 / 1.490 / 22 / 22
11,2-8,1.574 / 1.756 / 52 / 52,1.462 / 1.524 / 22 / 22,1.542 / 1.756 / 31 / 31,1.510 / 1.756 / 32 / 32
12,2-9,0.770 / 1.714 / 49 / 49,0.686 / 0.686 / 51 / 51,0.810 / 1.820 / 43 / 43,0.686 / 0.686 / 55 / 55
13,2-10,1.472 / 1.695 / 38 / 38,1.329 / 1.681 / 49 / 49,1.377 / 1.770 / 45 / 45,1.409 / 1.681 / 56 / 56
14,2-11,1.539 / 1.904 / 50 / 50,1.341 / 1.859 / 39 / 39,1.468 / 1.904 / 62 / 62,1.446 / 1.859 / 40 / 40
