,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.249 / 1.556 / 99 / 99,1.347 / 1.610 / 99 / 99,1.945 / 2.661 / 99 / 99,1.357 / 1.608 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.175 / 2.175 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.193 / 1.354 / 99 / 99,1.408 / 1.408 / 99 / 99,2.044 / 2.252 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.355 / 1.355 / 99 / 99,1.355 / 1.355 / 99 / 99,1.000 / 1.000 / 99 / 99,1.355 / 1.355 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.621 / 1.715 / 99 / 99,1.760 / 1.760 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.709 / 2.933 / 99 / 99,1.000 / 1.000 / 99 / 99
6,1-6,1.401 / 1.401 / 99 / 99,1.417 / 1.705 / 99 / 99,1.596 / 2.292 / 99 / 99,1.401 / 1.401 / 99 / 99
7,1-7,1.173 / 1.380 / 99 / 99,1.632 / 1.784 / 99 / 99,2.096 / 2.473 / 99 / 99,1.105 / 1.410 / 99 / 99
8,1-8,1.238 / 1.342 / 99 / 99,1.067 / 1.475 / 99 / 99,1.141 / 1.674 / 99 / 99,1.668 / 2.571 / 99 / 99
9,2-0,3.550 / 3.699 / 44 / 44,3.534 / 3.698 / 45 / 45,3.489 / 3.666 / 55 / 55,2.050 / 2.095 / 26 / 26
10,2-1,0.889 / 0.889 / 30 / 30,0.954 / 1.253 / 45 / 45,0.931 / 1.253 / 61 / 61,1.213 / 1.429 / 32 / 32
11,2-2,0.888 / 0.888 / 53 / 53,0.888 / 0.888 / 46 / 46,0.888 / 0.888 / 42 / 42,2.571 / 2.702 / 37 / 37
12,2-3,1.845 / 2.228 / 64 / 64,1.869 / 2.228 / 44 / 44,2.399 / 2.652 / 65 / 65,1.533 / 1.543 / 55 / 55
13,2-4,1.132 / 1.132 / 20 / 20,1.319 / 1.528 / 65 / 65,1.463 / 1.700 / 76 / 76,1.546 / 1.689 / 71 / 71
14,2-5,2.059 / 2.412 / 59 / 59,1.409 / 1.669 / 36 / 36,1.504 / 1.695 / 56 / 56,1.593 / 2.057 / 36 / 36
15,2-6,1.972 / 1.972 / 61 / 61,1.350 / 1.643 / 57 / 57,1.395 / 1.643 / 61 / 61,1.849 / 2.052 / 61 / 61
16,2-7,0.930 / 0.930 / 62 / 62,0.930 / 0.930 / 35 / 35,0.930 / 0.930 / 37 / 37,2.452 / 3.005 / 64 / 64
17,2-8,2.775 / 2.845 / 63 / 63,2.751 / 2.845 / 30 / 30,2.920 / 3.119 / 39 / 39,0.889 / 0.889 / 51 / 51
