,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.170 / 1.383 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.112 / 1.383 / 99 / 99
1,1-1,1.619 / 1.668 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.625 / 1.668 / 99 / 99
2,1-2,1.188 / 1.233 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.193 / 1.233 / 99 / 99
3,1-3,1.108 / 1.243 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.071 / 1.243 / 99 / 99
4,1-4,1.453 / 1.453 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.453 / 1.453 / 99 / 99
5,1-5,1.329 / 1.439 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.276 / 1.295 / 99 / 99
6,1-6,1.526 / 1.941 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.473 / 1.941 / 99 / 99
7,1-7,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
8,1-8,1.610 / 1.973 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.541 / 1.973 / 99 / 99
9,2-0,1.011 / 1.200 / 80 / 80,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 64,0.900 / 1.200 / 39 / 39
10,2-1,1.278 / 1.278 / 37 / 37,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 41,1.278 / 1.278 / 70 / 70
11,2-2,1.474 / 2.105 / 64 / 64,-1.000 / -1.000 / 0 / 25,-1.000 / -1.000 / 0 / 61,1.577 / 1.971 / 66 / 66
12,2-3,1.661 / 2.012 / 37 / 37,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 43,1.466 / 1.721 / 32 / 32
13,2-4,1.360 / 1.491 / 44 / 44,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 52,1.315 / 1.491 / 35 / 35
14,2-5,0.890 / 0.890 / 62 / 62,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 32,0.890 / 0.890 / 55 / 55
15,2-6,1.417 / 1.450 / 67 / 67,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 67,1.426 / 1.450 / 42 / 42
16,2-7,1.506 / 2.011 / 66 / 66,-1.000 / -1.000 / 0 / 71,-1.000 / -1.000 / 0 / 47,1.502 / 1.883 / 52 / 52
17,2-8,0.895 / 0.895 / 44 / 44,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 25,0.895 / 0.895 / 28 / 28
