,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.364 / 1.854 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.039 / 1.169 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.155 / 1.412 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.359 / 1.709 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.644 / 1.737 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.073 / 2.415 / 99 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.191 / 2.555 / 99 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.787 / 1.958 / 99 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.636 / 3.015 / 99 / 99
10,1-10,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.146 / 1.383 / 99 / 99
11,1-11,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.365 / 1.526 / 99 / 99
12,1-12,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.198 / 1.376 / 99 / 99
13,2-0,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 8,-1.000 / -1.000 / 0 / 42,1.196 / 1.207 / 51 / 51
14,2-1,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 37,1.944 / 2.198 / 52 / 52
15,2-2,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 69,0.887 / 1.518 / 43 / 43
16,2-3,-1.000 / -1.000 / 0 / 77,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 37,1.284 / 1.317 / 38 / 38
17,2-4,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 49,1.241 / 2.047 / 55 / 55
18,2-5,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 34,1.174 / 1.354 / 54 / 54
19,2-6,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 59,0.941 / 0.941 / 64 / 64
20,2-7,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 29,1.199 / 1.439 / 53 / 53
21,2-8,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 71,-1.000 / -1.000 / 0 / 40,2.311 / 2.662 / 35 / 35
22,2-9,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 55,1.274 / 1.487 / 72 / 72
23,2-10,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 56,1.408 / 1.747 / 34 / 34
24,2-11,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 69,1.236 / 1.236 / 75 / 75
25,2-12,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 32,-1.000 / -1.000 / 0 / 57,1.329 / 1.987 / 47 / 47
