,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.183 / 1.337 / 99 / 99,1.088 / 1.168 / 99 / 99,1.225 / 1.434 / 99 / 99,1.232 / 1.337 / 99 / 99
1,1-1,2.238 / 2.536 / 99 / 99,1.895 / 2.141 / 99 / 99,1.994 / 2.340 / 99 / 99,2.064 / 2.536 / 99 / 99
2,1-2,1.136 / 1.374 / 99 / 99,1.132 / 1.374 / 99 / 99,1.208 / 1.374 / 99 / 99,1.246 / 1.374 / 99 / 99
3,1-3,1.388 / 1.601 / 99 / 99,1.412 / 1.601 / 99 / 99,1.435 / 1.824 / 99 / 99,1.353 / 1.601 / 99 / 99
4,1-4,1.266 / 1.387 / 99 / 99,1.127 / 1.387 / 99 / 99,1.430 / 1.625 / 99 / 99,1.188 / 1.387 / 99 / 99
5,1-5,0.885 / 1.244 / 99 / 99,0.853 / 1.000 / 99 / 99,1.130 / 1.353 / 99 / 99,0.848 / 1.000 / 99 / 99
6,1-6,1.573 / 1.742 / 99 / 99,1.414 / 1.496 / 99 / 99,1.553 / 1.765 / 99 / 99,1.605 / 1.742 / 99 / 99
7,2-0,1.166 / 1.209 / 52 / 52,1.209 / 1.209 / 56 / 56,0.893 / 0.893 / 49 / 49,1.209 / 1.209 / 42 / 42
8,2-1,1.272 / 1.297 / 35 / 35,1.277 / 1.297 / 35 / 35,1.249 / 1.293 / 55 / 55,1.263 / 1.297 / 65 / 65
9,2-2,1.750 / 1.768 / 68 / 68,1.704 / 1.768 / 62 / 62,1.699 / 1.777 / 38 / 38,1.737 / 1.768 / 50 / 50
10,2-3,0.891 / 0.891 / 43 / 43,0.891 / 0.891 / 44 / 44,0.891 / 0.891 / 51 / 51,0.891 / 0.891 / 63 / 63
11,2-4,1.778 / 1.829 / 56 / 56,1.594 / 1.596 / 37 / 37,1.544 / 1.564 / 54 / 54,1.756 / 1.829 / 28 / 28
12,2-5,0.894 / 0.894 / 54 / 54,0.790 / 0.790 / 70 / 70,0.930 / 0.933 / 45 / 45,0.894 / 0.894 / 68 / 68
13,2-6,1.305 / 1.305 / 62 / 62,1.305 / 1.305 / 31 / 31,1.305 / 1.305 / 51 / 51,1.305 / 1.305 / 47 / 47
