,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,2.002 / 2.109 / 99 / 99,1.813 / 1.941 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.743 / 2.142 / 99 / 99,1.807 / 2.823 / 99 / 99,1.931 / 2.935 / 99 / 99,1.748 / 1.950 / 99 / 99
2,1-2,1.276 / 1.529 / 99 / 99,1.826 / 2.006 / 99 / 99,2.140 / 2.497 / 99 / 99,1.123 / 1.529 / 99 / 99
3,1-3,1.383 / 2.242 / 99 / 99,1.383 / 2.242 / 99 / 99,1.452 / 2.333 / 99 / 99,1.478 / 2.242 / 99 / 99
4,1-4,1.481 / 1.855 / 99 / 99,1.226 / 1.478 / 99 / 99,1.155 / 1.418 / 99 / 99,1.365 / 1.855 / 99 / 99
5,1-5,1.665 / 1.924 / 99 / 99,2.880 / 3.274 / 99 / 99,1.717 / 2.080 / 99 / 99,2.954 / 3.274 / 99 / 99
6,2-0,1.328 / 1.537 / 53 / 53,0.790 / 0.790 / 35 / 35,0.790 / 0.790 / 58 / 58,1.405 / 1.537 / 28 / 28
7,2-1,0.982 / 0.982 / 49 / 49,1.355 / 2.434 / 56 / 56,0.982 / 0.982 / 58 / 58,0.982 / 0.982 / 60 / 60
8,2-2,1.920 / 1.920 / 49 / 49,1.997 / 2.063 / 47 / 47,2.170 / 2.215 / 73 / 73,1.920 / 1.920 / 61 / 61
9,2-3,1.977 / 2.242 / 42 / 42,1.809 / 2.876 / 48 / 48,1.732 / 1.822 / 51 / 51,2.302 / 2.954 / 40 / 40
10,2-4,1.472 / 2.198 / 56 / 56,1.633 / 2.246 / 54 / 54,1.204 / 1.204 / 30 / 30,1.555 / 2.315 / 63 / 63
11,2-5,1.694 / 1.963 / 54 / 54,1.707 / 1.963 / 60 / 60,1.607 / 1.729 / 35 / 35,1.704 / 1.963 / 36 / 36
12,2-6,2.005 / 2.005 / 61 / 61,2.022 / 2.037 / 58 / 58,2.005 / 2.005 / 75 / 75,2.005 / 2.005 / 60 / 60
13,2-7,1.927 / 2.555 / 28 / 28,1.599 / 2.761 / 50 / 50,1.426 / 1.642 / 38 / 38,1.936 / 2.555 / 33 / 33
14,2-8,1.915 / 1.950 / 29 / 29,1.985 / 2.244 / 65 / 65,2.013 / 2.430 / 58 / 58,1.960 / 2.255 / 53 / 53
15,2-9,2.486 / 2.900 / 67 / 67,2.144 / 2.482 / 49 / 49,1.308 / 1.679 / 53 / 53,2.509 / 2.900 / 38 / 38
16,2-10,0.805 / 0.811 / 71 / 71,0.806 / 0.811 / 43 / 43,0.810 / 0.811 / 35 / 35,0.803 / 0.811 / 58 / 58
17,2-11,1.001 / 1.178 / 60 / 60,1.046 / 1.239 / 22 / 22,1.067 / 1.178 / 41 / 41,0.959 / 1.178 / 58 / 58
18,2-12,0.715 / 0.950 / 61 / 61,0.796 / 3.108 / 41 / 41,0.977 / 3.117 / 58 / 58,0.729 / 0.950 / 45 / 45
19,2-13,1.117 / 1.977 / 72 / 72,1.879 / 2.477 / 43 / 43,1.119 / 1.119 / 47 / 47,1.183 / 1.679 / 39 / 39
20,2-14,2.947 / 2.947 / 54 / 54,2.934 / 2.941 / 28 / 28,1.510 / 1.547 / 72 / 72,2.947 / 2.947 / 47 / 47
21,2-15,1.399 / 1.459 / 64 / 64,1.409 / 1.459 / 78 / 78,1.460 / 1.702 / 51 / 51,1.354 / 1.459 / 37 / 37
22,2-16,1.136 / 1.286 / 56 / 56,1.268 / 1.720 / 64 / 64,2.140 / 2.403 / 74 / 74,1.049 / 1.286 / 25 / 25
23,2-17,1.475 / 1.475 / 58 / 58,1.487 / 1.736 / 59 / 59,1.546 / 1.557 / 63 / 63,1.530 / 2.258 / 42 / 42
