,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.169 / 1.381 / 99 / 99,1.324 / 1.508 / 99 / 99,1.684 / 1.851 / 99 / 99,1.223 / 1.381 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.127 / 2.528 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,0.925 / 1.095 / 99 / 99,0.976 / 1.787 / 99 / 99,18.719 / 429.453 / 99 / 99,0.964 / 1.095 / 99 / 99
3,1-3,1.332 / 1.396 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.186 / 1.396 / 99 / 99,1.188 / 1.396 / 99 / 99
4,1-4,1.291 / 1.767 / 99 / 99,1.631 / 2.002 / 99 / 99,6.369 / 461.812 / 99 / 99,1.488 / 1.775 / 99 / 99
5,1-5,1.501 / 1.957 / 99 / 99,2.190 / 2.526 / 99 / 99,2.618 / 3.224 / 99 / 99,1.650 / 1.957 / 99 / 99
6,1-6,1.001 / 1.012 / 99 / 99,1.698 / 2.252 / 99 / 99,1.780 / 2.035 / 99 / 99,1.513 / 1.697 / 99 / 99
7,1-7,1.452 / 1.616 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.637 / 1.770 / 99 / 99,1.493 / 1.616 / 99 / 99
8,1-8,1.327 / 1.365 / 99 / 99,1.860 / 2.104 / 99 / 99,2.020 / 2.210 / 99 / 99,1.346 / 1.365 / 99 / 99
9,1-9,1.330 / 1.553 / 99 / 99,1.973 / 2.272 / 99 / 99,2.700 / 2.919 / 99 / 99,1.154 / 1.528 / 99 / 99
10,1-10,1.000 / 1.000 / 99 / 99,1.413 / 1.492 / 99 / 99,1.650 / 1.934 / 99 / 99,1.000 / 1.000 / 99 / 99
11,2-0,2.468 / 2.787 / 53 / 53,1.145 / 1.444 / 50 / 50,1.440 / 1.610 / 49 / 49,2.457 / 2.681 / 34 / 34
12,2-1,2.046 / 2.265 / 84 / 84,2.119 / 3.506 / 52 / 52,1.940 / 2.985 / 46 / 46,2.073 / 2.265 / 46 / 46
13,2-2,0.722 / 1.311 / 42 / 42,0.707 / 0.707 / 38 / 38,1.442 / 2.353 / 58 / 58,0.707 / 0.707 / 55 / 55
14,2-3,0.895 / 0.895 / 64 / 64,0.895 / 0.895 / 64 / 64,0.900 / 1.274 / 71 / 71,0.899 / 1.274 / 82 / 82
15,2-4,1.507 / 1.722 / 54 / 54,0.965 / 1.239 / 45 / 45,1.018 / 1.311 / 41 / 41,0.709 / 0.918 / 58 / 58
16,2-5,0.997 / 1.724 / 41 / 41,1.218 / 1.919 / 61 / 61,2.085 / 2.923 / 20 / 20,1.160 / 1.789 / 47 / 47
17,2-6,1.109 / 1.613 / 70 / 70,1.179 / 1.547 / 50 / 50,1.291 / 1.843 / 54 / 54,1.179 / 1.712 / 73 / 73
18,2-7,2.371 / 3.408 / 37 / 37,2.485 / 3.500 / 78 / 78,37.981 / 514.054 / 57 / 57,1.895 / 2.889 / 75 / 75
19,2-8,2.864 / 2.945 / 43 / 43,2.910 / 2.969 / 51 / 51,2.850 / 2.941 / 55 / 55,2.889 / 2.945 / 58 / 58
20,2-9,1.263 / 1.456 / 28 / 28,1.189 / 1.518 / 70 / 70,1.819 / 2.147 / 52 / 52,1.282 / 1.456 / 38 / 38
21,2-10,1.306 / 1.612 / 45 / 45,1.236 / 1.540 / 24 / 24,1.323 / 1.540 / 68 / 68,1.252 / 1.612 / 36 / 36
