,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
1,0.6818181818181818,0.11363636363636363,0.06818181818181818,0.6136363636363636,0.4090909090909091
2,0.9090909090909091,0.4772727272727273,0.13636363636363635,0.8409090909090909,0.7045454545454546
3,0.9047619047619048,0.6190476190476191,0.23809523809523808,0.8571428571428571,0.7380952380952381
4,0.9230769230769231,0.6923076923076923,0.3076923076923077,0.9487179487179487,0.7948717948717948
