,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.509 / 2.251 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.228 / 2.032 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.453 / 1.829 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.095 / 1.230 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.170 / 1.320 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.394 / 1.868 / 99 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.146 / 1.425 / 99 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.183 / 1.393 / 99 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.159 / 1.420 / 99 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.429 / 1.539 / 99 / 99
10,1-10,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.229 / 1.352 / 99 / 99
11,1-11,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.646 / 1.889 / 99 / 99
12,1-12,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.629 / 1.759 / 99 / 99
13,1-13,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.453 / 1.583 / 99 / 99
14,1-14,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.496 / 1.771 / 99 / 99
15,1-15,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.485 / 1.722 / 99 / 99
16,1-16,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.565 / 2.422 / 99 / 99
17,2-0,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 61,0.689 / 0.950 / 37 / 37
18,2-1,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 26,-1.000 / -1.000 / 0 / 57,0.935 / 0.935 / 46 / 46
19,2-2,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 28,0.918 / 1.714 / 21 / 21
20,2-3,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 59,1.385 / 2.074 / 33 / 33
21,2-4,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 50,1.074 / 1.325 / 78 / 78
22,2-5,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 73,-1.000 / -1.000 / 0 / 30,2.195 / 2.459 / 19 / 19
23,2-6,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 25,-1.000 / -1.000 / 0 / 32,1.691 / 2.525 / 45 / 45
24,2-7,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 60,1.082 / 1.545 / 43 / 43
25,2-8,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 23,1.034 / 1.565 / 56 / 56
26,2-9,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 62,1.626 / 2.292 / 53 / 53
27,2-10,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 40,1.369 / 1.723 / 38 / 38
28,2-11,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 16,-1.000 / -1.000 / 0 / 77,0.881 / 1.007 / 43 / 43
29,2-12,-1.000 / -1.000 / 0 / 31,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 35,1.790 / 1.844 / 60 / 60
30,2-13,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 61,1.344 / 1.767 / 30 / 30
31,2-14,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 46,0.894 / 1.155 / 25 / 25
32,2-15,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 38,1.014 / 1.107 / 55 / 55
33,2-16,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 85,1.871 / 1.891 / 18 / 18
