,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.225 / 1.309 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.269 / 1.574 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.487 / 2.236 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.187 / 1.343 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,2.094 / 2.583 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,2.505 / 2.596 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,0.786 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,3.237 / 3.652 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.540 / 1.884 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.171 / 1.417 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,1.515 / 2.562 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
13,1-13,1.123 / 1.346 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
14,1-14,1.496 / 1.685 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
15,1-15,1.377 / 1.618 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
16,1-16,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
17,2-0,1.857 / 1.930 / 52 / 52,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 42
18,2-1,1.735 / 1.859 / 77 / 77,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 40
19,2-2,0.742 / 1.001 / 70 / 70,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 74,-1.000 / -1.000 / 0 / 49
20,2-3,2.253 / 2.413 / 40 / 40,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 70
21,2-4,1.127 / 1.127 / 38 / 38,-1.000 / -1.000 / 0 / 71,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 26
22,2-5,1.577 / 2.124 / 22 / 22,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 84
23,2-6,3.355 / 3.383 / 55 / 55,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 48
24,2-7,4.355 / 4.527 / 65 / 65,-1.000 / -1.000 / 0 / 77,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 50
25,2-8,0.891 / 0.891 / 72 / 72,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 54
26,2-9,1.233 / 1.393 / 32 / 32,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 28,-1.000 / -1.000 / 0 / 65
27,2-10,1.731 / 2.220 / 35 / 35,-1.000 / -1.000 / 0 / 31,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 56
28,2-11,1.180 / 1.406 / 26 / 26,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 57
29,2-12,2.310 / 2.653 / 54 / 54,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 26,-1.000 / -1.000 / 0 / 13
30,2-13,0.930 / 0.930 / 45 / 45,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 32,-1.000 / -1.000 / 0 / 51
31,2-14,2.907 / 3.096 / 55 / 55,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 63
32,2-15,2.028 / 2.372 / 60 / 60,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 34
33,2-16,1.085 / 1.195 / 46 / 46,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 50
