,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,1.484 / 1.648 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,1.478 / 1.651 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,2.163 / 2.409 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.205 / 1.383 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,2.422 / 2.859 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,1.738 / 1.859 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,1.855 / 1.962 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,2.484 / 3.050 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,2.001 / 2.378 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,-1.000 / -1.000 / 0 / 99,1.886 / 2.047 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,-1.000 / -1.000 / 0 / 99,2.172 / 2.307 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,-1.000 / -1.000 / 0 / 99,1.525 / 1.576 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
13,1-13,-1.000 / -1.000 / 0 / 99,1.842 / 1.975 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
14,1-14,-1.000 / -1.000 / 0 / 99,1.890 / 2.043 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
15,1-15,-1.000 / -1.000 / 0 / 99,1.246 / 1.543 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
16,1-16,-1.000 / -1.000 / 0 / 99,1.957 / 2.303 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
17,2-0,-1.000 / -1.000 / 0 / 48,1.875 / 2.585 / 52 / 52,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 41
18,2-1,-1.000 / -1.000 / 0 / 44,1.706 / 2.047 / 83 / 83,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 25
19,2-2,-1.000 / -1.000 / 0 / 60,1.788 / 2.362 / 68 / 68,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 42
20,2-3,-1.000 / -1.000 / 0 / 67,0.924 / 1.278 / 49 / 49,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 63
21,2-4,-1.000 / -1.000 / 0 / 45,1.366 / 1.698 / 59 / 59,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 40
22,2-5,-1.000 / -1.000 / 0 / 39,1.102 / 1.443 / 38 / 38,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 59
23,2-6,-1.000 / -1.000 / 0 / 72,1.733 / 2.412 / 56 / 56,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 24
24,2-7,-1.000 / -1.000 / 0 / 71,2.104 / 2.943 / 43 / 43,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 51
25,2-8,-1.000 / -1.000 / 0 / 59,1.059 / 1.639 / 48 / 48,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 63
26,2-9,-1.000 / -1.000 / 0 / 57,0.920 / 0.920 / 52 / 52,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 37
27,2-10,-1.000 / -1.000 / 0 / 56,1.086 / 1.250 / 48 / 48,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 51
28,2-11,-1.000 / -1.000 / 0 / 49,1.433 / 1.673 / 53 / 53,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 52
29,2-12,-1.000 / -1.000 / 0 / 32,1.151 / 1.375 / 34 / 34,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 67
30,2-13,-1.000 / -1.000 / 0 / 59,0.952 / 0.952 / 35 / 35,-1.000 / -1.000 / 0 / 20,-1.000 / -1.000 / 0 / 58
31,2-14,-1.000 / -1.000 / 0 / 38,1.607 / 2.173 / 59 / 59,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 49
32,2-15,-1.000 / -1.000 / 0 / 41,1.105 / 1.105 / 55 / 55,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 61
33,2-16,-1.000 / -1.000 / 0 / 47,2.271 / 2.797 / 38 / 38,-1.000 / -1.000 / 0 / 72,-1.000 / -1.000 / 0 / 23
