,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.082 / 1.368 /  9,1.128 / 1.128 /  9,1.211 / 1.496 /  9,1.041 / 1.368 /  9,1.342 / 1.628 /  9
1,1-1,1.000 / 1.000 /  9,1.217 / 1.217 /  9,2.038 / 2.404 /  9,1.130 / 1.444 /  9,1.042 / 1.376 /  9
2,1-2,1.000 / 1.000 /  9,1.042 / 1.378 /  9,1.514 / 1.559 /  9,1.000 / 1.000 /  9,1.511 / 1.757 /  9
3,1-3,1.167 / 1.376 /  9,1.238 / 1.874 /  9,1.084 / 1.376 /  9,1.000 / 1.000 /  9,1.805 / 2.205 /  9
4,1-4,1.540 / 1.848 /  9,1.558 / 2.001 /  9,1.954 / 2.225 /  9,1.450 / 1.522 /  9,1.726 / 1.993 /  9
5,2-0,1.302 / 1.302 /  8,1.302 / 1.302 / 10,1.303 / 1.309 /  5,1.302 / 1.302 /  6,1.338 / 1.660 / 10
6,2-1,2.302 / 2.302 /  6,2.302 / 2.302 / 11,2.302 / 2.302 /  5,2.302 / 2.302 / 10,2.302 / 2.302 /  3
7,2-2,1.186 / 1.436 /  8,1.331 / 1.476 /  7,1.761 / 1.761 /  5,1.149 / 1.476 /  8,1.102 / 1.102 /  7
8,2-3,1.305 / 1.305 /  8,1.305 / 1.305 /  6,1.354 / 1.693 /  8,1.314 / 1.341 /  4,1.383 / 1.640 /  7
9,2-4,0.985 / 1.260 /  4,1.113 / 1.265 /  7,1.874 / 2.476 /  7,1.123 / 1.265 /  8,0.994 / 1.246 /  7
10,2-5,1.564 / 1.564 /  5,1.614 / 1.915 /  8,1.570 / 1.614 /  9,1.564 / 1.564 /  6,1.564 / 1.564 /  5
11,2-6,0.933 / 1.203 /  8,1.064 / 1.203 / 10,1.152 / 1.393 /  7,0.971 / 1.203 /  8,0.987 / 1.111 /  7
12,2-7,0.896 / 0.896 /  7,0.896 / 0.896 /  9,0.896 / 0.896 / 10,0.896 / 0.896 /  9,0.896 / 0.896 /  9
13,2-8,1.450 / 1.494 /  8,1.459 / 1.497 /  7,1.091 / 1.376 /  8,1.451 / 1.494 /  7,2.058 / 2.058 /  6
14,2-9,1.577 / 1.577 /  4,1.697 / 1.697 /  6,0.975 / 1.222 / 12,1.577 / 1.577 /  8,1.308 / 1.512 /  7
15,2-10,0.924 / 1.124 /  9,1.106 / 1.403 /  6,1.122 / 1.401 /  7,0.899 / 0.899 /  4,1.043 / 1.403 / 10
16,2-11,1.624 / 1.624 /  5,1.748 / 1.748 /  5,0.919 / 0.919 /  4,1.624 / 1.624 /  5,1.338 / 1.496 /  7
17,2-12,0.890 / 0.890 /  5,0.946 / 1.283 /  7,0.932 / 1.274 /  9,0.955 / 1.283 /  6,0.955 / 1.283 /  6
18,2-13,0.678 / 0.678 /  4,0.678 / 0.678 /  6,0.678 / 0.678 /  8,0.678 / 0.678 /  6,0.926 / 2.231 /  9
19,2-14,1.082 / 1.647 /  6,1.178 / 1.437 /  8,1.899 / 2.183 /  7,0.891 / 0.891 /  9,0.968 / 1.273 /  5
