,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.309 / 1.452 /  9,1.525 / 1.707 /  9,1.565 / 2.164 /  9,1.243 / 1.452 /  9,1.149 / 1.157 /  9
1,1-1,1.000 / 1.000 /  9,1.141 / 1.432 /  9,2.764 / 3.182 /  9,1.000 / 1.000 /  9,1.075 / 1.674 /  9
2,1-2,1.510 / 1.694 /  9,1.742 / 2.020 /  9,2.010 / 2.435 /  8,1.872 / 2.020 /  9,1.982 / 2.087 /  9
3,1-3,1.000 / 1.000 /  9,1.129 / 1.583 /  9,1.364 / 1.583 /  8,1.048 / 1.435 /  9,1.048 / 1.435 /  9
4,1-4,1.897 / 2.243 /  9,1.897 / 2.243 /  9,1.896 / 2.234 /  9,2.066 / 2.243 /  9,1.854 / 1.854 /  9
5,2-0,1.225 / 1.687 / 10,1.221 / 1.552 /  8,1.173 / 1.173 /  9,1.173 / 1.173 / 11,1.173 / 1.173 /  8
6,2-1,1.203 / 1.203 /  3,1.430 / 2.079 /  7,1.327 / 1.445 /  6,1.203 / 1.203 /  6,1.134 / 1.198 / 11
7,2-2,0.931 / 0.931 /  5,1.001 / 1.561 /  9,1.105 / 2.672 / 10,0.931 / 0.931 /  8,0.931 / 0.931 / 10
8,2-3,1.089 / 1.170 /  7,1.167 / 1.167 /  7,1.167 / 1.167 /  7,0.908 / 0.992 /  7,0.905 / 0.974 /  7
9,2-4,1.673 / 1.673 /  8,1.428 / 1.673 /  7,1.088 / 2.062 /  6,1.686 / 1.813 / 11,1.693 / 1.813 /  7
10,2-5,0.887 / 0.887 /  5,0.928 / 0.983 /  7,0.901 / 0.983 /  7,0.930 / 1.229 /  8,0.887 / 0.887 /  7
11,2-6,2.138 / 2.266 /  8,1.130 / 1.352 /  7,1.409 / 1.785 /  7,1.830 / 2.287 /  7,1.663 / 1.698 / 10
12,2-7,0.965 / 0.991 /  6,0.960 / 0.960 /  6,0.960 / 0.960 /  9,0.960 / 0.960 /  6,0.898 / 0.960 /  7
13,2-8,0.919 / 0.919 /  4,0.932 / 0.999 /  6,0.919 / 0.919 /  6,0.948 / 1.035 /  8,1.125 / 1.233 /  7
14,2-9,1.126 / 1.245 /  6,1.264 / 1.549 /  8,1.258 / 1.534 /  9,1.299 / 1.549 /  7,1.508 / 1.586 /  7
15,2-10,0.892 / 0.892 /  9,1.022 / 1.496 /  7,1.044 / 1.496 /  6,0.892 / 0.892 / 10,0.892 / 0.892 /  9
16,2-11,1.145 / 2.144 /  5,1.181 / 2.144 / 10,1.145 / 2.391 /  6,0.896 / 0.896 /  5,0.941 / 1.256 /  8
17,2-12,1.214 / 1.332 /  7,1.215 / 1.295 /  5,1.242 / 1.517 /  8,1.332 / 1.332 /  7,1.332 / 1.332 /  5
18,2-13,1.058 / 1.171 /  8,1.391 / 1.646 /  6,1.301 / 1.503 /  9,1.018 / 1.343 /  9,1.530 / 1.613 /  6
19,2-14,0.903 / 0.946 /  7,0.937 / 1.034 / 10,1.020 / 1.135 /  8,0.929 / 0.966 /  8,0.905 / 0.966 /  8
