,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.035 / 1.312 /  9,1.336 / 1.587 /  9,1.687 / 1.705 /  9,1.000 / 1.000 /  9,1.336 / 1.459 /  9
1,1-1,1.789 / 2.673 /  9,1.566 / 2.351 /  9,1.303 / 2.009 /  9,1.794 / 2.363 /  9,1.598 / 2.351 /  9
2,1-2,1.079 / 1.389 /  9,1.036 / 1.323 /  9,1.000 / 1.000 /  9,1.036 / 1.323 /  9,1.000 / 1.000 /  9
3,1-3,1.504 / 2.090 /  9,1.847 / 2.249 /  9,2.068 / 2.487 /  9,1.509 / 1.762 /  9,1.433 / 1.804 /  9
4,1-4,1.024 / 1.212 /  9,1.295 / 1.413 /  9,1.244 / 1.526 /  9,1.296 / 1.488 /  9,1.214 / 1.454 /  9
5,2-0,0.933 / 1.237 / 10,1.094 / 1.771 /  6,0.899 / 0.899 /  6,1.079 / 1.687 /  8,0.899 / 0.899 /  3
6,2-1,1.577 / 1.577 /  7,1.586 / 1.650 /  8,1.577 / 1.577 /  7,1.577 / 1.577 /  8,1.620 / 1.832 /  6
7,2-2,1.218 / 1.572 /  9,1.131 / 1.304 /  7,1.335 / 1.618 / 11,1.091 / 1.562 /  7,1.054 / 1.304 /  7
8,2-3,0.710 / 1.021 /  8,0.811 / 1.681 /  7,0.800 / 1.449 /  8,0.762 / 0.955 /  6,0.715 / 0.962 /  6
9,2-4,0.919 / 0.919 /  5,0.919 / 0.919 /  4,0.952 / 1.176 /  8,1.005 / 1.434 /  6,1.041 / 1.176 /  6
10,2-5,1.061 / 1.061 /  3,1.066 / 1.102 /  9,1.070 / 1.102 /  7,1.061 / 1.061 /  8,1.066 / 1.102 /  8
11,2-6,1.377 / 1.532 /  8,1.309 / 1.532 /  8,1.532 / 1.532 /  5,1.150 / 1.279 /  5,1.128 / 1.190 /  7
12,2-7,0.757 / 0.996 /  9,0.723 / 0.989 /  9,0.778 / 1.065 / 11,0.831 / 2.393 / 12,0.749 / 0.989 /  5
13,2-8,1.263 / 1.580 /  5,1.395 / 1.583 /  8,1.548 / 2.135 /  8,1.083 / 1.441 /  6,1.134 / 1.857 / 10
14,2-9,1.314 / 1.579 /  7,1.377 / 1.576 /  4,1.430 / 1.576 /  6,1.136 / 1.311 /  6,1.025 / 1.284 /  7
15,2-10,1.721 / 1.877 /  9,1.264 / 1.264 /  7,1.493 / 2.183 /  7,1.672 / 1.877 /  6,1.422 / 1.673 /  9
16,2-11,0.903 / 1.509 /  5,0.835 / 1.033 /  5,0.751 / 0.751 /  9,1.266 / 1.569 /  6,1.301 / 1.778 /  6
17,2-12,1.206 / 1.614 / 11,0.928 / 1.170 /  4,0.849 / 0.941 /  6,1.273 / 1.478 /  8,1.102 / 1.478 /  5
18,2-13,1.433 / 1.780 /  8,1.676 / 1.994 /  7,1.787 / 1.970 /  8,0.995 / 1.331 /  8,1.262 / 1.757 /  6
19,2-14,0.944 / 1.071 /  8,0.944 / 1.071 /  8,0.896 / 0.896 /  3,0.932 / 1.190 / 11,0.911 / 1.000 /  7
