,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.730 / 2.229 / 99 / 99,1.460 / 1.737 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.458 / 2.075 / 99 / 99,1.513 / 2.078 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.969 / 2.253 / 99 / 99,1.662 / 1.956 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.734 / 2.231 / 99 / 99,1.402 / 1.805 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.539 / 2.153 / 99 / 99,0.912 / 1.419 / 99 / 99
5,2-0,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 41,1.410 / 1.527 / 36 / 36,1.250 / 1.472 / 33 / 33
6,2-1,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 31,1.390 / 1.805 / 57 / 57,1.346 / 1.519 / 36 / 36
7,2-2,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 33,2.047 / 2.540 / 38 / 38,1.291 / 1.909 / 60 / 60
8,2-3,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 52,0.979 / 1.648 / 49 / 49,1.056 / 1.648 / 53 / 53
9,2-4,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 69,1.234 / 1.760 / 56 / 56,1.078 / 1.374 / 53 / 53
10,2-5,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 66,0.947 / 1.257 / 51 / 51,1.215 / 2.030 / 51 / 51
11,2-6,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 66,1.204 / 2.158 / 77 / 77,1.066 / 2.417 / 57 / 57
12,2-7,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 53,0.883 / 1.258 / 21 / 21,1.068 / 1.456 / 56 / 56
13,2-8,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 51,2.206 / 2.441 / 42 / 42,1.999 / 2.582 / 21 / 21
14,2-9,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 70,1.633 / 2.789 / 47 / 47,1.194 / 1.927 / 65 / 65
15,2-10,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 62,1.177 / 1.462 / 36 / 36,1.835 / 2.652 / 57 / 57
16,2-11,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 38,0.990 / 1.346 / 44 / 44,0.994 / 1.514 / 40 / 40
17,2-12,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 33,1.768 / 2.199 / 37 / 37,1.217 / 1.606 / 79 / 79
18,2-13,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 50,0.893 / 1.154 / 50 / 50,1.070 / 1.376 / 44 / 44
19,2-14,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 59,1.586 / 2.680 / 55 / 55,1.497 / 1.988 / 59 / 59
