,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.110 / 1.356 /  9,1.235 / 1.438 /  9,1.198 / 1.356 /  9,1.117 / 1.733 /  9
1,1-1,1.037 / 1.330 /  9,1.525 / 1.910 /  9,1.282 / 1.460 /  9,1.106 / 1.106 /  9,1.000 / 1.000 /  9
2,1-2,1.026 / 1.231 /  9,1.456 / 2.022 /  9,1.312 / 1.461 /  9,1.143 / 1.623 /  9,1.586 / 1.625 /  9
3,1-3,1.406 / 1.406 /  9,2.121 / 2.479 /  9,2.060 / 2.258 /  9,1.612 / 1.776 /  9,2.007 / 2.654 /  9
4,1-4,1.178 / 1.418 /  9,1.158 / 2.294 /  9,1.189 / 1.395 /  9,1.000 / 1.000 /  9,1.143 / 1.892 /  9
5,2-0,0.940 / 0.940 /  6,1.573 / 1.606 /  7,1.377 / 1.377 /  7,0.940 / 0.940 /  5,1.413 / 1.501 /  7
6,2-1,0.969 / 1.071 /  3,1.369 / 1.369 /  4,1.173 / 1.173 /  6,0.918 / 0.918 /  6,1.550 / 1.794 /  6
7,2-2,0.896 / 0.896 / 11,0.896 / 0.896 /  7,0.896 / 0.896 /  6,0.896 / 0.896 /  8,0.896 / 0.896 /  8
8,2-3,0.936 / 0.971 /  9,0.882 / 0.931 /  8,0.735 / 0.735 /  4,0.938 / 0.971 /  6,0.735 / 0.735 /  7
9,2-4,1.625 / 1.673 /  8,1.641 / 1.922 /  9,1.596 / 1.596 /  6,1.596 / 1.596 /  8,1.388 / 1.388 /  8
10,2-5,0.932 / 1.157 /  8,1.301 / 1.344 /  9,1.176 / 1.377 /  9,0.899 / 0.899 /  5,1.462 / 1.462 /  8
11,2-6,1.112 / 1.112 /  4,1.112 / 1.112 /  3,1.112 / 1.112 /  7,1.112 / 1.112 /  6,0.892 / 0.892 / 10
12,2-7,1.325 / 1.823 /  4,1.116 / 1.395 / 10,1.097 / 1.186 /  7,1.083 / 1.083 /  5,1.085 / 1.098 /  6
13,2-8,1.323 / 1.323 /  6,1.266 / 1.266 /  9,1.368 / 1.526 /  9,1.377 / 1.526 /  8,1.965 / 2.164 /  9
14,2-9,1.069 / 1.335 /  6,1.016 / 1.265 /  4,1.114 / 1.114 /  6,1.092 / 1.335 /  8,1.071 / 1.345 /  6
15,2-10,1.132 / 1.358 /  9,1.155 / 1.358 /  5,1.022 / 1.046 /  8,1.057 / 1.358 /  9,1.480 / 1.761 /  8
16,2-11,0.920 / 0.920 /  7,1.201 / 1.240 /  7,1.041 / 1.041 /  5,1.016 / 1.016 /  7,0.920 / 0.920 /  7
17,2-12,1.873 / 2.018 /  5,1.596 / 1.596 /  4,1.654 / 1.911 /  8,1.596 / 1.596 /  6,1.425 / 1.704 /  9
18,2-13,0.895 / 0.895 /  7,1.204 / 1.305 /  7,1.004 / 1.004 / 10,0.963 / 1.235 /  5,0.895 / 0.895 /  6
19,2-14,1.217 / 1.217 /  2,1.330 / 1.579 /  7,1.230 / 1.307 /  7,1.268 / 1.570 /  7,1.289 / 1.579 /  5
