,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.165 / 1.427 /  9,0.789 / 1.375 /  9,1.312 / 1.508 /  9,1.026 / 1.198 /  9,1.380 / 1.858 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.086 / 1.385 /  9,1.128 / 1.385 /  9
2,1-2,1.000 / 1.000 /  9,1.073 / 1.073 /  9,1.073 / 1.073 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
3,1-3,1.115 / 1.242 /  9,1.150 / 1.265 /  9,1.209 / 1.473 /  9,1.270 / 1.436 /  9,1.276 / 1.654 /  9
4,1-4,1.457 / 1.680 /  9,1.713 / 1.855 /  9,1.576 / 1.855 /  9,1.433 / 1.447 /  9,1.426 / 1.426 /  9
5,2-0,0.890 / 0.890 /  8,0.890 / 0.890 / 10,0.890 / 0.890 /  6,2.694 / 2.990 / 12,0.890 / 0.890 / 10
6,2-1,0.696 / 0.696 /  6,0.696 / 0.696 /  9,0.819 / 1.322 /  7,0.884 / 1.098 /  9,0.696 / 0.696 /  4
7,2-2,0.909 / 0.909 /  6,0.969 / 1.333 /  7,0.909 / 0.909 /  4,0.976 / 1.312 /  6,0.909 / 0.909 /  8
8,2-3,0.909 / 0.909 /  7,0.909 / 0.909 /  5,0.958 / 1.305 /  8,0.909 / 0.909 /  6,1.000 / 1.333 /  9
9,2-4,0.941 / 0.941 /  7,0.988 / 0.988 /  7,0.988 / 0.988 /  9,0.981 / 1.060 /  6,0.941 / 0.941 /  5
10,2-5,1.764 / 1.954 /  6,1.589 / 1.702 /  8,1.688 / 1.790 /  9,0.930 / 0.930 /  8,1.628 / 1.954 /  7
11,2-6,0.921 / 1.049 /  5,0.960 / 1.115 / 10,1.036 / 1.191 /  9,1.093 / 1.093 /  7,1.002 / 1.191 / 12
12,2-7,1.302 / 1.697 /  5,1.248 / 1.248 /  8,1.253 / 1.296 /  9,1.252 / 1.446 /  5,1.311 / 1.594 /  8
13,2-8,0.945 / 1.136 /  9,0.968 / 1.120 /  6,1.052 / 1.202 /  9,0.918 / 1.120 /  9,1.007 / 1.197 /  6
14,2-9,1.089 / 1.332 /  7,0.958 / 1.257 /  7,1.387 / 1.431 / 12,1.049 / 1.332 /  9,1.332 / 1.332 /  9
15,2-10,0.586 / 0.586 /  7,0.805 / 0.985 /  8,0.655 / 0.655 /  8,0.586 / 0.586 /  5,0.586 / 0.586 /  8
16,2-11,0.741 / 0.741 /  9,0.741 / 0.741 /  6,0.865 / 1.205 /  8,0.939 / 1.621 /  8,0.741 / 0.741 /  7
17,2-12,1.275 / 2.008 /  8,1.141 / 1.385 /  9,1.172 / 1.385 /  5,1.262 / 1.385 /  4,1.235 / 1.385 /  6
18,2-13,1.230 / 1.440 /  8,1.297 / 1.507 /  5,1.316 / 1.507 /  7,1.227 / 1.462 / 10,1.269 / 1.460 /  6
19,2-14,2.109 / 2.637 /  7,2.091 / 2.293 /  9,0.986 / 1.256 /  8,2.071 / 2.277 /  8,0.941 / 1.256 /  8
