,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.386 / 1.720 / 99 / 99,1.411 / 1.555 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.460 / 2.028 / 99 / 99
1,1-1,1.654 / 2.351 / 99 / 99,2.410 / 2.686 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.763 / 2.230 / 99 / 99
2,1-2,1.243 / 1.694 / 99 / 99,1.737 / 1.880 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.243 / 1.694 / 99 / 99
3,1-3,1.503 / 2.014 / 99 / 99,1.876 / 2.392 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.332 / 2.014 / 99 / 99
4,1-4,1.827 / 2.052 / 99 / 99,2.031 / 2.367 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.395 / 1.759 / 99 / 99
5,1-5,1.476 / 1.834 / 99 / 99,1.680 / 2.051 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.430 / 1.979 / 99 / 99
6,2-0,1.153 / 1.231 / 67 / 67,0.621 / 0.621 / 62 / 62,-1.000 / -1.000 / 0 / 65,1.173 / 1.173 / 45 / 45
7,2-1,1.592 / 1.824 / 45 / 45,0.952 / 0.952 / 55 / 55,-1.000 / -1.000 / 0 / 66,1.101 / 1.204 / 53 / 53
8,2-2,1.423 / 2.579 / 57 / 57,1.342 / 1.865 / 61 / 61,-1.000 / -1.000 / 0 / 53,1.305 / 2.164 / 59 / 59
9,2-3,1.691 / 1.890 / 58 / 58,1.384 / 1.615 / 36 / 36,-1.000 / -1.000 / 0 / 58,1.641 / 1.890 / 40 / 40
10,2-4,1.133 / 1.543 / 36 / 36,1.708 / 2.069 / 55 / 55,-1.000 / -1.000 / 0 / 37,2.155 / 2.269 / 46 / 46
11,2-5,1.902 / 2.442 / 45 / 45,2.043 / 2.442 / 53 / 53,-1.000 / -1.000 / 0 / 64,1.914 / 2.442 / 35 / 35
12,2-6,1.986 / 2.260 / 28 / 28,1.929 / 2.302 / 53 / 53,-1.000 / -1.000 / 0 / 63,1.970 / 2.302 / 81 / 81
13,2-7,1.462 / 1.955 / 67 / 67,1.463 / 2.434 / 38 / 38,-1.000 / -1.000 / 0 / 50,1.572 / 2.344 / 60 / 60
14,2-8,1.614 / 2.390 / 67 / 67,2.057 / 2.605 / 60 / 60,-1.000 / -1.000 / 0 / 44,1.471 / 1.706 / 30 / 30
15,2-9,1.895 / 2.148 / 43 / 43,2.424 / 2.802 / 75 / 75,-1.000 / -1.000 / 0 / 21,1.739 / 2.011 / 46 / 46
16,2-10,1.294 / 1.367 / 39 / 39,1.225 / 1.225 / 50 / 50,-1.000 / -1.000 / 0 / 41,1.225 / 1.225 / 46 / 46
17,2-11,1.470 / 1.745 / 49 / 49,1.783 / 2.273 / 55 / 55,-1.000 / -1.000 / 0 / 71,1.460 / 1.479 / 47 / 47
18,2-12,0.913 / 1.247 / 58 / 58,0.910 / 1.285 / 50 / 50,-1.000 / -1.000 / 0 / 49,1.100 / 1.453 / 53 / 53
19,2-13,1.175 / 1.616 / 56 / 56,1.510 / 1.765 / 53 / 53,-1.000 / -1.000 / 0 / 51,2.137 / 2.339 / 24 / 24
20,2-14,1.492 / 1.783 / 68 / 68,1.168 / 1.369 / 48 / 48,-1.000 / -1.000 / 0 / 55,1.263 / 1.504 / 66 / 66
21,2-15,1.136 / 1.692 / 66 / 66,1.029 / 1.790 / 36 / 36,-1.000 / -1.000 / 0 / 52,1.234 / 1.692 / 34 / 34
22,2-16,1.594 / 2.006 / 28 / 28,1.574 / 2.006 / 57 / 57,-1.000 / -1.000 / 0 / 74,1.812 / 2.303 / 62 / 62
23,2-17,1.426 / 2.084 / 30 / 30,1.256 / 2.612 / 27 / 27,-1.000 / -1.000 / 0 / 68,1.400 / 2.398 / 46 / 46
24,2-18,0.955 / 0.955 / 46 / 46,0.968 / 1.273 / 25 / 25,-1.000 / -1.000 / 0 / 87,0.955 / 0.955 / 35 / 35
25,2-19,1.091 / 1.440 / 82 / 82,1.008 / 1.644 / 57 / 57,-1.000 / -1.000 / 0 / 40,0.906 / 1.440 / 49 / 49
26,2-20,1.293 / 1.625 / 49 / 49,1.085 / 1.341 / 42 / 42,-1.000 / -1.000 / 0 / 41,1.164 / 1.625 / 36 / 36
27,2-21,1.102 / 1.396 / 65 / 65,0.890 / 0.890 / 36 / 36,-1.000 / -1.000 / 0 / 46,0.901 / 1.224 / 29 / 29
28,2-22,1.708 / 2.291 / 46 / 46,2.119 / 3.054 / 41 / 41,-1.000 / -1.000 / 0 / 57,1.774 / 2.286 / 30 / 30
29,2-23,2.409 / 2.566 / 34 / 34,2.431 / 2.579 / 71 / 71,-1.000 / -1.000 / 0 / 60,2.527 / 2.781 / 80 / 80
