,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,2.134 / 2.330 / 99 / 99,1.685 / 1.954 / 99 / 99,1.631 / 3.140 / 99 / 99,1.003 / 1.009 / 99 / 99
1,1-1,1.116 / 1.186 / 99 / 99,0.817 / 1.263 / 99 / 99,0.766 / 1.040 / 99 / 99,1.302 / 1.417 / 99 / 99
2,1-2,0.944 / 1.252 / 99 / 99,1.325 / 1.469 / 99 / 99,1.384 / 1.471 / 99 / 99,1.115 / 1.292 / 99 / 99
3,1-3,1.481 / 2.076 / 99 / 99,2.161 / 2.360 / 99 / 99,2.161 / 2.572 / 99 / 99,1.500 / 1.689 / 99 / 99
4,1-4,1.194 / 1.385 / 99 / 99,1.761 / 2.197 / 99 / 99,2.025 / 2.621 / 99 / 99,1.152 / 1.385 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,2.258 / 2.870 / 99 / 99,1.935 / 2.473 / 99 / 99,1.000 / 1.000 / 99 / 99
6,2-0,1.636 / 2.058 / 36 / 36,3.492 / 7.605 / 47 / 60,3.666 / 4.361 / 20 / 21,1.652 / 2.043 / 38 / 38
7,2-1,1.560 / 3.249 / 53 / 53,1.633 / 1.872 / 19 / 19,1.667 / 2.927 / 68 / 68,2.296 / 3.602 / 63 / 63
8,2-2,0.885 / 1.058 / 71 / 71,2.102 / 2.351 / 49 / 49,2.001 / 2.206 / 49 / 49,0.791 / 0.791 / 26 / 26
9,2-3,1.439 / 2.017 / 53 / 53,4.982 / 5.532 / 61 / 61,5.094 / 5.532 / 48 / 48,1.455 / 2.117 / 46 / 46
10,2-4,1.826 / 2.354 / 48 / 48,2.064 / 2.873 / 56 / 56,1.804 / 2.374 / 58 / 58,1.990 / 2.203 / 46 / 46
11,2-5,1.401 / 1.790 / 32 / 32,2.116 / 2.536 / 32 / 32,12.962 / 527.970 / 47 / 47,1.538 / 2.498 / 51 / 51
12,2-6,1.713 / 1.989 / 40 / 40,1.474 / 1.700 / 28 / 28,1.757 / 2.640 / 62 / 62,1.339 / 1.346 / 52 / 52
13,2-7,1.089 / 1.364 / 69 / 69,1.169 / 4.340 / 63 / 63,1.038 / 1.288 / 59 / 59,1.793 / 3.194 / 37 / 37
14,2-8,2.247 / 2.295 / 48 / 48,3.247 / 3.387 / 70 / 70,3.280 / 3.563 / 71 / 71,2.301 / 2.475 / 59 / 59
15,2-9,1.764 / 1.950 / 22 / 22,0.873 / 2.054 / 71 / 71,0.837 / 1.343 / 71 / 71,1.898 / 2.194 / 58 / 58
16,2-10,1.614 / 1.821 / 40 / 40,1.406 / 1.848 / 86 / 86,1.336 / 1.760 / 63 / 63,1.556 / 1.814 / 50 / 50
17,2-11,0.889 / 0.889 / 50 / 50,1.529 / 1.894 / 57 / 57,1.541 / 2.206 / 59 / 59,0.889 / 0.889 / 39 / 39
18,2-12,1.743 / 1.947 / 36 / 36,3.146 / 6.576 / 47 / 62,2.260 / 3.822 / 26 / 38,1.782 / 2.333 / 40 / 40
19,2-13,1.842 / 2.464 / 63 / 63,1.801 / 2.156 / 19 / 24,2.024 / 2.416 / 49 / 51,2.098 / 2.527 / 62 / 62
20,2-14,1.635 / 2.094 / 52 / 52,1.251 / 1.777 / 58 / 58,1.377 / 2.240 / 73 / 73,1.314 / 1.764 / 25 / 25
21,2-15,1.388 / 1.598 / 57 / 57,1.759 / 2.429 / 58 / 58,2.077 / 2.843 / 47 / 47,1.374 / 2.831 / 59 / 59
22,2-16,1.854 / 2.066 / 64 / 64,2.173 / 2.634 / 56 / 56,1.649 / 2.630 / 42 / 42,1.725 / 2.080 / 54 / 54
23,2-17,1.975 / 2.324 / 51 / 51,3.188 / 3.733 / 50 / 50,3.104 / 3.671 / 62 / 62,1.934 / 2.356 / 57 / 57
24,2-18,1.702 / 2.098 / 46 / 46,2.685 / 2.912 / 57 / 57,2.857 / 3.323 / 37 / 37,1.738 / 2.098 / 42 / 42
25,2-19,1.166 / 1.298 / 42 / 42,1.086 / 1.252 / 65 / 65,0.946 / 1.754 / 40 / 40,1.711 / 1.847 / 56 / 56
26,2-20,1.402 / 1.796 / 46 / 46,3.570 / 4.023 / 34 / 34,3.495 / 4.026 / 65 / 65,1.515 / 1.616 / 29 / 29
27,2-21,1.992 / 2.307 / 51 / 51,1.604 / 1.805 / 25 / 25,1.191 / 1.452 / 66 / 66,2.042 / 2.297 / 62 / 62
28,2-22,1.023 / 3.411 / 59 / 59,1.319 / 1.319 / 43 / 43,16.937 / 503.071 / 33 / 33,0.947 / 0.965 / 71 / 71
29,2-23,1.900 / 3.593 / 64 / 64,0.791 / 1.102 / 54 / 54,1.483 / 2.251 / 65 / 65,2.640 / 3.695 / 53 / 53
