,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.571 / 1.573 / 99 / 99,1.545 / 2.509 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.148 / 1.267 / 99 / 99,1.298 / 1.494 / 99 / 99,1.709 / 2.046 / 99 / 99,1.243 / 1.373 / 99 / 99
2,1-2,1.124 / 1.714 / 99 / 99,1.995 / 2.202 / 99 / 99,1.855 / 2.065 / 99 / 99,1.188 / 1.714 / 99 / 99
3,1-3,2.376 / 2.656 / 99 / 99,1.892 / 2.535 / 99 / 99,1.687 / 2.097 / 99 / 99,2.375 / 2.656 / 99 / 99
4,1-4,1.235 / 1.689 / 99 / 99,1.388 / 1.844 / 99 / 99,1.926 / 2.068 / 99 / 99,1.169 / 1.437 / 99 / 99
5,1-5,1.120 / 1.265 / 99 / 99,1.325 / 1.415 / 99 / 99,1.050 / 1.467 / 99 / 99,1.112 / 1.240 / 99 / 99
6,1-6,2.035 / 2.312 / 99 / 99,2.079 / 2.460 / 99 / 99,2.387 / 2.650 / 99 / 99,1.916 / 2.312 / 99 / 99
7,1-7,1.003 / 1.006 / 99 / 99,1.344 / 1.344 / 99 / 99,2.049 / 2.322 / 99 / 99,0.897 / 0.897 / 99 / 99
8,1-8,1.287 / 1.361 / 99 / 99,1.309 / 1.866 / 99 / 99,1.214 / 1.659 / 99 / 99,1.224 / 1.361 / 99 / 99
9,1-9,1.533 / 2.165 / 99 / 99,1.895 / 2.324 / 99 / 99,1.652 / 1.848 / 99 / 99,1.635 / 2.165 / 99 / 99
10,1-10,1.670 / 1.765 / 99 / 99,1.866 / 2.011 / 99 / 99,2.424 / 2.596 / 99 / 99,1.667 / 1.787 / 99 / 99
11,1-11,1.218 / 1.373 / 99 / 99,1.124 / 1.373 / 99 / 99,1.937 / 2.164 / 99 / 99,1.117 / 1.373 / 99 / 99
12,2-0,1.619 / 1.838 / 63 / 63,1.595 / 1.812 / 67 / 67,1.578 / 1.812 / 67 / 67,1.531 / 1.812 / 32 / 32
13,2-1,1.331 / 1.360 / 62 / 62,0.906 / 0.906 / 48 / 48,1.036 / 1.073 / 72 / 72,1.360 / 1.360 / 48 / 48
14,2-2,1.426 / 1.442 / 38 / 38,1.365 / 1.365 / 46 / 46,1.387 / 1.528 / 29 / 29,1.412 / 1.442 / 18 / 18
15,2-3,1.209 / 1.365 / 55 / 55,1.573 / 1.573 / 55 / 55,1.283 / 1.623 / 59 / 59,1.207 / 1.308 / 44 / 44
16,2-4,1.734 / 1.919 / 55 / 55,0.932 / 0.932 / 23 / 23,1.028 / 1.028 / 49 / 49,1.721 / 2.425 / 51 / 51
17,2-5,0.930 / 0.930 / 52 / 52,0.930 / 0.930 / 33 / 33,1.677 / 1.823 / 52 / 52,2.859 / 2.876 / 62 / 62
18,2-6,2.910 / 3.318 / 59 / 59,0.890 / 0.890 / 32 / 32,0.890 / 0.890 / 40 / 40,3.036 / 3.074 / 30 / 30
19,2-7,2.335 / 3.213 / 60 / 60,2.320 / 2.320 / 37 / 37,2.494 / 2.550 / 64 / 64,2.320 / 2.320 / 43 / 43
20,2-8,0.666 / 0.666 / 49 / 49,1.376 / 1.499 / 62 / 62,1.179 / 1.201 / 68 / 68,0.666 / 0.666 / 43 / 43
21,2-9,2.250 / 2.374 / 61 / 61,1.415 / 1.617 / 51 / 51,1.036 / 1.036 / 21 / 21,2.060 / 2.060 / 53 / 53
22,2-10,0.909 / 0.976 / 26 / 26,0.880 / 0.880 / 31 / 31,0.670 / 1.305 / 59 / 59,0.947 / 0.976 / 43 / 43
23,2-11,0.681 / 0.681 / 34 / 34,1.098 / 1.152 / 51 / 51,0.938 / 0.938 / 59 / 59,0.686 / 1.016 / 65 / 65
