,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.054 / 1.054 / 99 / 99,1.176 / 1.176 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.436 / 1.757 / 99 / 99,1.367 / 1.757 / 99 / 99,1.478 / 1.757 / 99 / 99,1.318 / 1.757 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.098 / 1.098 / 99 / 99,1.098 / 1.098 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.061 / 1.061 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.061 / 1.061 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.740 / 1.740 / 99 / 99,1.740 / 1.740 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.089 / 1.089 / 99 / 99,1.320 / 1.320 / 99 / 99,2.015 / 2.015 / 99 / 99,1.089 / 1.089 / 99 / 99
6,1-6,1.000 / 1.000 / 99 / 99,1.287 / 1.287 / 99 / 99,3.411 / 3.411 / 99 / 99,1.000 / 1.000 / 99 / 99
7,2-0,1.022 / 1.189 / 51 / 51,1.007 / 1.189 / 51 / 51,0.973 / 1.189 / 61 / 61,0.966 / 1.189 / 29 / 29
8,2-1,1.076 / 1.076 / 40 / 40,1.205 / 1.205 / 55 / 55,1.205 / 1.205 / 69 / 69,1.076 / 1.076 / 39 / 39
9,2-2,1.078 / 1.255 / 63 / 63,1.098 / 1.255 / 43 / 43,1.143 / 1.255 / 64 / 64,1.055 / 1.255 / 52 / 52
10,2-3,1.031 / 1.255 / 34 / 34,0.931 / 1.255 / 38 / 38,0.981 / 1.255 / 53 / 53,0.898 / 1.255 / 66 / 66
11,2-4,1.815 / 2.023 / 49 / 49,2.023 / 2.023 / 40 / 40,2.086 / 2.190 / 53 / 53,1.935 / 2.023 / 40 / 40
12,2-5,0.889 / 0.889 / 16 / 16,0.889 / 0.889 / 53 / 53,0.889 / 0.889 / 27 / 27,0.889 / 0.889 / 30 / 30
13,2-6,0.892 / 0.892 / 49 / 49,0.892 / 0.892 / 40 / 40,0.892 / 0.892 / 61 / 61,0.892 / 0.892 / 64 / 64
