,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.311 / 1.965 / 99 / 99,1.876 / 2.089 / 99 / 99,1.717 / 2.089 / 99 / 99,1.456 / 1.965 / 99 / 99
2,1-2,1.117 / 1.401 / 99 / 99,1.162 / 1.401 / 99 / 99,1.227 / 1.401 / 99 / 99,1.178 / 1.401 / 99 / 99
3,1-3,1.404 / 1.404 / 99 / 99,1.687 / 1.765 / 99 / 99,1.687 / 1.765 / 99 / 99,1.404 / 1.404 / 99 / 99
4,1-4,1.220 / 1.307 / 99 / 99,1.605 / 1.700 / 99 / 99,1.730 / 1.830 / 99 / 99,1.192 / 1.323 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.124 / 1.124 / 99 / 99,1.124 / 1.124 / 99 / 99,1.000 / 1.000 / 99 / 99
6,1-6,1.000 / 1.000 / 99 / 99,1.120 / 1.120 / 99 / 99,1.120 / 1.120 / 99 / 99,1.000 / 1.000 / 99 / 99
7,2-0,1.254 / 1.403 / 54 / 54,1.278 / 1.403 / 60 / 60,1.270 / 1.403 / 38 / 38,1.314 / 1.403 / 58 / 58
8,2-1,1.641 / 1.688 / 42 / 42,1.608 / 1.768 / 14 / 14,1.649 / 1.768 / 44 / 44,1.707 / 2.015 / 59 / 59
9,2-2,1.796 / 1.796 / 71 / 71,2.559 / 2.559 / 47 / 47,2.559 / 2.559 / 43 / 43,1.797 / 1.865 / 58 / 58
10,2-3,1.192 / 1.213 / 52 / 52,1.190 / 1.213 / 40 / 40,1.193 / 1.213 / 62 / 62,1.195 / 1.213 / 40 / 40
11,2-4,1.354 / 1.354 / 29 / 29,1.398 / 1.445 / 39 / 39,1.402 / 1.445 / 55 / 55,1.354 / 1.354 / 44 / 44
12,2-5,1.186 / 1.186 / 49 / 49,1.186 / 1.186 / 49 / 49,1.186 / 1.186 / 45 / 45,1.186 / 1.186 / 57 / 57
13,2-6,0.888 / 0.888 / 35 / 35,0.972 / 1.258 / 75 / 75,0.920 / 1.258 / 34 / 34,1.017 / 1.258 / 63 / 63
