run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20231106-16:41:32-27570,runattr,,,configname,General,,
General-0-20231106-16:41:32-27570,runattr,,,datetime,20231106-16:41:32,,
General-0-20231106-16:41:32-27570,runattr,,,datetimef,20231106-164132,,
General-0-20231106-16:41:32-27570,runattr,,,experiment,General,,
General-0-20231106-16:41:32-27570,runattr,,,inifile,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/tutorials/extensibility_routing/omnetpp.ini,,
General-0-20231106-16:41:32-27570,runattr,,,iterationvars,,,
General-0-20231106-16:41:32-27570,runattr,,,iterationvarsd,,,
General-0-20231106-16:41:32-27570,runattr,,,iterationvarsf,,,
General-0-20231106-16:41:32-27570,runattr,,,measurement,,,
General-0-20231106-16:41:32-27570,runattr,,,network,TSN_multipath,,
General-0-20231106-16:41:32-27570,runattr,,,processid,27570,,
General-0-20231106-16:41:32-27570,runattr,,,repetition,0,,
General-0-20231106-16:41:32-27570,runattr,,,replication,#0,,
General-0-20231106-16:41:32-27570,runattr,,,resultdir,results,,
General-0-20231106-16:41:32-27570,runattr,,,runnumber,0,,
General-0-20231106-16:41:32-27570,runattr,,,seedset,0,,
General-0-20231106-16:41:32-27570,config,,,image-path,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/images,,
General-0-20231106-16:41:32-27570,config,,,network,TSN_multipath,,
General-0-20231106-16:41:32-27570,config,,,sim-time-limit,10ms,,
General-0-20231106-16:41:32-27570,config,,,*.macForwardingTableConfigurator.typename,,,
General-0-20231106-16:41:32-27570,config,,,*.*.hasStreamRedundancy,true,,
General-0-20231106-16:41:32-27570,config,,,*.*.bridging.streamRelay.typename,StreamRelayLayer,,
General-0-20231106-16:41:32-27570,config,,,*.*.bridging.streamCoder.typename,StreamCoderLayer,,
General-0-20231106-16:41:32-27570,config,,,*.streamRedundancyConfigurator.typename,StreamRedundancyConfigurator,,
General-0-20231106-16:41:32-27570,config,,,*.host0.eth[0].bitrate,100Mbps,,
General-0-20231106-16:41:32-27570,config,,,*.switch0.eth[0].bitrate,100Mbps,,
General-0-20231106-16:41:32-27570,config,,,*.switch0.eth[1].bitrate,150Mbps,,
General-0-20231106-16:41:32-27570,config,,,*.switch0.eth[2].bitrate,220Mbps,,
General-0-20231106-16:41:32-27570,config,,,*.switch0.eth[3].bitrate,130Mbps,,
General-0-20231106-16:41:32-27570,config,,,*.switch0.eth[4].bitrate,190Mbps,,
General-0-20231106-16:41:32-27570,config,,,*.host1.eth[0].bitrate,100Mbps,,
General-0-20231106-16:41:32-27570,config,,,*.switch1.eth[0].bitrate,100Mbps,,
