,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.599 / 2.302 / 99 / 99,1.850 / 2.390 / 99 / 99,1.835 / 2.390 / 99 / 99,1.621 / 2.302 / 99 / 99
1,1-1,1.689 / 2.085 / 99 / 99,2.228 / 2.779 / 99 / 99,2.288 / 2.868 / 99 / 99,1.716 / 2.221 / 99 / 99
2,1-2,1.540 / 1.964 / 99 / 99,1.519 / 1.964 / 99 / 99,1.491 / 1.964 / 99 / 99,1.487 / 1.964 / 99 / 99
3,1-3,1.305 / 1.975 / 99 / 99,1.258 / 1.595 / 99 / 99,1.234 / 1.595 / 99 / 99,1.411 / 1.975 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.223 / 1.292 / 99 / 99,1.003 / 1.257 / 99 / 99,1.372 / 1.372 / 99 / 99
5,2-0,1.030 / 1.279 / 45 / 45,1.010 / 1.612 / 56 / 56,1.155 / 1.584 / 29 / 29,1.033 / 1.584 / 29 / 29
6,2-1,0.953 / 1.235 / 48 / 48,0.993 / 1.235 / 43 / 43,1.023 / 1.235 / 55 / 55,0.995 / 1.235 / 50 / 50
7,2-2,1.478 / 1.909 / 77 / 77,1.579 / 2.273 / 57 / 57,1.485 / 2.278 / 66 / 66,1.458 / 1.994 / 29 / 29
8,2-3,0.838 / 1.213 / 56 / 56,0.871 / 1.213 / 47 / 47,0.831 / 1.213 / 47 / 47,0.725 / 1.106 / 33 / 33
9,2-4,0.898 / 1.106 / 26 / 26,0.945 / 1.237 / 61 / 61,0.941 / 1.266 / 61 / 61,1.025 / 1.553 / 44 / 44
10,2-5,0.973 / 1.396 / 46 / 46,1.249 / 1.801 / 60 / 60,1.047 / 1.272 / 45 / 45,1.431 / 1.938 / 62 / 62
11,2-6,1.368 / 1.595 / 46 / 46,1.348 / 1.595 / 41 / 41,1.373 / 1.595 / 56 / 56,1.371 / 1.595 / 49 / 49
12,2-7,1.075 / 1.646 / 64 / 64,1.111 / 1.350 / 49 / 49,1.037 / 1.350 / 59 / 59,1.059 / 1.646 / 54 / 54
13,2-8,1.932 / 2.157 / 36 / 36,2.135 / 2.653 / 58 / 58,2.213 / 2.777 / 50 / 50,2.003 / 2.500 / 47 / 47
14,2-9,1.316 / 1.724 / 23 / 23,1.222 / 1.943 / 65 / 65,1.226 / 1.943 / 51 / 51,1.637 / 1.912 / 60 / 60
15,2-10,1.391 / 1.546 / 43 / 43,1.313 / 1.454 / 63 / 63,1.331 / 1.502 / 55 / 55,1.571 / 2.022 / 44 / 44
16,2-11,0.728 / 0.728 / 51 / 51,0.728 / 0.728 / 56 / 56,0.751 / 1.268 / 46 / 46,0.761 / 1.268 / 66 / 66
17,2-12,1.691 / 2.396 / 49 / 49,1.039 / 1.282 / 34 / 34,1.377 / 1.936 / 38 / 38,1.270 / 1.632 / 40 / 40
18,2-13,2.038 / 2.750 / 43 / 43,1.593 / 2.210 / 44 / 44,1.273 / 2.026 / 56 / 56,1.314 / 2.026 / 51 / 51
19,2-14,1.120 / 1.192 / 59 / 59,0.744 / 1.263 / 28 / 28,1.122 / 1.192 / 36 / 36,1.413 / 1.465 / 31 / 31
