,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.446 / 1.715 / 99 / 99,1.955 / 2.452 / 99 / 99,1.943 / 2.452 / 99 / 99,1.444 / 1.929 / 99 / 99
1,1-1,1.195 / 1.358 / 99 / 99,1.476 / 1.745 / 99 / 99,1.577 / 1.869 / 99 / 99,1.293 / 1.358 / 99 / 99
2,1-2,0.969 / 1.359 / 99 / 99,1.269 / 1.376 / 99 / 99,1.246 / 1.338 / 99 / 99,0.964 / 1.191 / 99 / 99
3,1-3,0.990 / 1.148 / 99 / 99,0.990 / 1.311 / 99 / 99,1.034 / 1.311 / 99 / 99,1.047 / 1.479 / 99 / 99
4,1-4,1.790 / 2.563 / 99 / 99,1.973 / 2.563 / 99 / 99,1.871 / 2.727 / 99 / 99,1.844 / 2.563 / 99 / 99
5,2-0,1.117 / 1.303 / 39 / 39,0.992 / 1.415 / 56 / 56,0.928 / 1.290 / 41 / 41,1.134 / 1.303 / 57 / 57
6,2-1,1.050 / 1.488 / 29 / 29,1.076 / 1.576 / 30 / 30,1.146 / 1.937 / 33 / 33,1.037 / 1.576 / 62 / 62
7,2-2,1.660 / 2.543 / 50 / 50,1.770 / 2.542 / 49 / 49,12.523 / 560.813 / 51 / 51,1.699 / 2.379 / 36 / 36
8,2-3,1.486 / 1.679 / 45 / 45,1.134 / 1.311 / 54 / 54,1.112 / 1.269 / 39 / 39,1.561 / 1.697 / 71 / 71
9,2-4,1.265 / 1.749 / 59 / 59,1.470 / 2.131 / 63 / 63,1.372 / 2.131 / 51 / 51,1.370 / 2.113 / 51 / 51
10,2-5,1.717 / 1.887 / 53 / 53,1.059 / 1.082 / 46 / 46,1.058 / 1.082 / 51 / 51,1.133 / 1.893 / 60 / 60
11,2-6,1.261 / 1.977 / 45 / 45,1.159 / 1.977 / 60 / 60,1.192 / 1.977 / 43 / 43,1.244 / 1.977 / 52 / 52
12,2-7,1.097 / 1.448 / 63 / 63,1.536 / 1.838 / 70 / 70,1.361 / 1.859 / 60 / 60,1.312 / 1.814 / 51 / 51
13,2-8,1.138 / 1.495 / 77 / 77,1.387 / 1.577 / 27 / 27,1.381 / 1.883 / 45 / 45,1.479 / 1.872 / 73 / 73
14,2-9,0.898 / 0.898 / 54 / 54,0.898 / 0.898 / 32 / 32,0.898 / 0.898 / 43 / 43,0.898 / 0.898 / 81 / 81
15,2-10,2.083 / 2.709 / 43 / 43,1.726 / 2.781 / 65 / 65,11.186 / 580.120 / 59 / 59,1.723 / 2.632 / 52 / 52
16,2-11,0.872 / 2.054 / 53 / 53,0.759 / 1.005 / 54 / 54,1.001 / 2.349 / 49 / 49,0.837 / 2.190 / 67 / 67
17,2-12,1.650 / 1.904 / 56 / 56,1.296 / 1.483 / 52 / 52,1.345 / 1.483 / 57 / 57,1.015 / 1.629 / 33 / 33
18,2-13,1.684 / 1.794 / 63 / 63,0.949 / 1.563 / 32 / 32,0.924 / 0.989 / 55 / 55,1.234 / 1.455 / 90 / 90
19,2-14,1.051 / 1.830 / 39 / 39,1.131 / 1.518 / 36 / 36,1.191 / 1.844 / 51 / 51,1.232 / 1.830 / 34 / 34
