,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,2.167 / 2.901 / 99 / 99,4930.757 / 26243.272 / 54 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.406 / 1.809 / 99 / 99,2.001 / 2.423 / 99 / 99,1491.874 / 20769.186 / 84 / 99,1.846 / 2.273 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.011 / 1.533 / 99 / 99,1.031 / 2.094 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.066 / 1.417 / 99 / 99,1.047 / 1.412 / 99 / 99,5365.067 / 20982.019 / 36 / 99,1.356 / 1.568 / 99 / 99
4,1-4,1.112 / 1.365 / 99 / 99,1.995 / 2.301 / 99 / 99,7346.683 / 27650.748 / 42 / 99,1.160 / 1.365 / 99 / 99
5,2-0,1.906 / 2.814 / 65 / 65,2.153 / 3.038 / 24 / 24,-1.000 / -1.000 / 0 / 36,1.993 / 2.498 / 33 / 33
6,2-1,0.924 / 1.367 / 29 / 29,1.442 / 1.839 / 37 / 37,4130.977 / 20008.625 / 28 / 43,1.402 / 1.426 / 21 / 21
7,2-2,1.130 / 1.566 / 39 / 39,1.078 / 1.457 / 41 / 41,2405.862 / 12385.664 / 21 / 53,1.128 / 1.566 / 51 / 51
8,2-3,0.614 / 0.614 / 20 / 20,0.971 / 1.179 / 48 / 48,1033.884 / 12173.091 / 46 / 50,1.065 / 1.179 / 50 / 50
9,2-4,1.070 / 1.070 / 43 / 43,1.044 / 1.044 / 46 / 46,1.070 / 1.070 / 1 / 22,1.141 / 1.210 / 45 / 45
10,2-5,1.899 / 2.366 / 49 / 49,1.809 / 2.807 / 28 / 28,-1.000 / -1.000 / 0 / 30,1.807 / 2.088 / 29 / 29
11,2-6,1.554 / 1.849 / 44 / 44,1.202 / 2.124 / 33 / 33,4545.345 / 11020.212 / 18 / 30,1.281 / 1.797 / 77 / 78
12,2-7,1.428 / 1.815 / 46 / 46,1.936 / 2.413 / 55 / 55,1991.554 / 14407.315 / 34 / 44,1.589 / 2.320 / 78 / 78
13,2-8,1.743 / 2.155 / 55 / 55,1.789 / 2.467 / 39 / 39,2664.689 / 12496.479 / 31 / 57,1.494 / 2.045 / 42 / 42
14,2-9,1.255 / 2.460 / 40 / 40,1.213 / 1.543 / 51 / 51,1904.929 / 13404.911 / 30 / 35,1.354 / 2.672 / 61 / 61
15,2-10,1.506 / 2.034 / 58 / 58,1.176 / 1.682 / 56 / 56,5636.861 / 20034.913 / 27 / 38,1.483 / 1.990 / 69 / 69
16,2-11,2.345 / 3.011 / 50 / 50,1.989 / 2.831 / 70 / 70,-1.000 / -1.000 / 0 / 47,1.882 / 2.314 / 18 / 18
17,2-12,1.271 / 1.717 / 31 / 31,1.113 / 1.505 / 41 / 41,7864.380 / 15266.209 / 16 / 27,1.227 / 1.717 / 31 / 31
18,2-13,1.791 / 2.110 / 31 / 31,1.848 / 2.052 / 72 / 72,1.741 / 2.110 / 38 / 38,1.839 / 2.052 / 46 / 46
19,2-14,0.984 / 1.162 / 53 / 53,0.893 / 0.893 / 55 / 55,0.893 / 0.893 / 36 / 36,0.893 / 0.893 / 23 / 23
