,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.180 / 1.180 /  9,1.197 / 1.339 /  9,1.556 / 1.566 /  9,1.236 / 1.431 /  9,1.208 / 1.431 /  9
1,1-1,1.000 / 1.000 /  9,1.395 / 1.395 /  9,1.395 / 1.395 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,1.159 / 1.159 /  9,1.746 / 2.192 /  9,1.151 / 1.358 /  9,1.000 / 1.000 /  9
3,1-3,1.000 / 1.000 /  9,1.022 / 1.197 /  9,1.181 / 2.629 /  9,1.069 / 1.312 /  9,1.035 / 1.312 /  9
4,1-4,1.000 / 1.000 /  9,1.946 / 1.946 /  9,1.959 / 2.062 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
5,2-0,0.941 / 0.941 /  7,0.941 / 0.941 /  9,0.941 / 0.941 /  2,0.941 / 0.941 /  6,0.941 / 0.941 /  7
6,2-1,1.478 / 1.478 /  7,0.894 / 0.894 /  9,0.894 / 0.894 /  6,1.524 / 1.798 /  7,1.478 / 1.478 /  5
7,2-2,1.485 / 1.485 /  5,0.897 / 0.897 /  3,0.975 / 1.284 /  5,1.656 / 1.942 /  8,1.485 / 1.485 /  7
8,2-3,1.166 / 1.166 /  8,0.891 / 0.891 /  6,0.891 / 0.891 /  7,1.217 / 1.497 /  9,1.240 / 1.497 /  9
9,2-4,1.187 / 1.274 /  9,0.897 / 0.897 /  6,0.897 / 0.897 /  9,1.176 / 1.176 /  8,1.306 / 1.565 /  6
