,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.037 / 1.364 / 99 / 99,1.386 / 1.515 / 99 / 99,2.004 / 2.155 / 99 / 99,1.132 / 1.364 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.436 / 1.450 / 99 / 99,1.437 / 1.450 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.406 / 1.797 / 99 / 99,1.301 / 1.797 / 99 / 99,1.298 / 1.797 / 99 / 99,1.447 / 1.797 / 99 / 99
3,1-3,1.366 / 1.646 / 99 / 99,1.657 / 1.764 / 99 / 99,1.639 / 1.764 / 99 / 99,1.448 / 1.646 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.414 / 1.414 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
5,2-0,0.979 / 1.223 / 38 / 38,0.931 / 0.938 / 60 / 60,0.929 / 0.938 / 87 / 87,1.002 / 1.223 / 70 / 70
6,2-1,0.936 / 1.024 / 9 / 9,1.195 / 1.340 / 64 / 64,1.284 / 1.340 / 58 / 58,0.973 / 1.024 / 36 / 36
7,2-2,0.950 / 1.188 / 41 / 41,1.056 / 1.303 / 26 / 26,1.062 / 1.303 / 33 / 33,0.985 / 1.188 / 60 / 60
8,2-3,0.999 / 1.319 / 60 / 60,1.034 / 1.443 / 50 / 50,0.939 / 1.319 / 41 / 41,1.079 / 1.319 / 50 / 50
9,2-4,0.890 / 0.890 / 58 / 58,0.890 / 0.890 / 67 / 67,0.890 / 0.890 / 55 / 55,0.890 / 0.890 / 52 / 52
