,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.254 / 1.499 /  9,1.279 / 1.499 /  9,1.000 / 1.000 /  9,1.037 / 1.335 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.610 / 1.610 /  9
3,1-3,1.000 / 1.000 /  9,1.065 / 1.299 /  9,1.423 / 1.664 /  9,1.111 / 1.111 /  9,0.917 / 0.925 /  9
4,1-4,1.000 / 1.000 /  9,1.073 / 1.300 /  9,1.237 / 1.458 /  9,1.208 / 1.208 /  9,1.020 / 1.469 /  9
5,2-0,0.930 / 1.161 /  7,0.795 / 0.795 /  8,1.048 / 1.048 /  5,1.078 / 1.078 /  7,0.880 / 1.121 /  7
6,2-1,1.006 / 1.131 / 10,1.006 / 1.131 /  8,0.952 / 0.952 / 10,1.003 / 1.131 /  7,0.990 / 1.290 /  9
7,2-2,0.932 / 0.932 /  7,0.932 / 0.932 /  9,0.932 / 0.932 /  6,0.932 / 0.932 / 10,0.932 / 0.932 /  6
8,2-3,1.046 / 1.410 /  9,1.062 / 1.501 /  5,1.014 / 1.641 / 11,0.952 / 0.952 /  7,1.118 / 1.724 /  7
9,2-4,1.868 / 2.504 /  7,1.672 / 1.672 /  6,1.827 / 2.095 /  8,1.798 / 2.133 /  7,1.841 / 2.095 /  5
