,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.230 / 1.289 /  9,1.101 / 1.402 /  9
1,1-1,1.000 / 1.000 /  9,1.370 / 1.471 /  9,1.478 / 1.478 /  9,1.027 / 1.124 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
3,1-3,1.325 / 1.327 /  9,1.217 / 1.625 /  9,2.100 / 2.390 /  9,1.441 / 1.447 /  9,1.394 / 1.637 /  9
4,1-4,1.348 / 1.616 /  9,1.415 / 1.616 /  9,1.348 / 1.616 /  9,1.507 / 1.739 /  9,1.608 / 2.254 /  9
5,2-0,0.735 / 0.735 / 11,0.735 / 0.735 /  8,0.735 / 0.735 /  8,1.328 / 1.328 /  8,0.735 / 0.735 /  7
6,2-1,0.988 / 0.988 /  7,0.988 / 0.988 /  9,0.988 / 0.988 / 10,1.219 / 1.408 /  8,1.017 / 1.162 /  6
7,2-2,0.895 / 0.895 /  7,0.895 / 0.895 /  7,0.895 / 0.895 /  9,0.955 / 1.436 /  9,0.895 / 0.896 /  7
8,2-3,0.908 / 0.908 /  7,0.908 / 0.908 /  5,0.959 / 1.266 /  7,1.643 / 1.648 /  8,0.908 / 0.908 /  9
9,2-4,0.890 / 0.890 /  8,0.890 / 0.890 / 10,1.788 / 2.127 /  7,0.890 / 0.890 /  9,1.268 / 1.561 /  8
