,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.072 / 1.072 /  9,1.072 / 1.072 /  9,1.000 / 1.000 /  9,1.041 / 1.365 /  9
1,1-1,1.000 / 1.000 /  9,1.461 / 1.461 /  9,1.461 / 1.461 /  9,1.000 / 1.000 /  9,1.469 / 1.500 /  9
2,1-2,1.277 / 1.277 /  9,1.042 / 1.042 /  9,1.042 / 1.042 /  9,1.277 / 1.277 /  9,1.000 / 1.000 /  9
3,1-3,1.000 / 1.000 /  9,1.142 / 1.142 /  9,1.389 / 1.389 /  9,1.036 / 1.328 /  9,1.154 / 1.154 /  9
4,1-4,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
5,2-0,0.896 / 0.896 /  5,1.019 / 1.203 /  5,0.952 / 1.203 /  8,0.896 / 0.896 /  6,0.896 / 0.896 /  7
6,2-1,1.013 / 1.013 /  8,1.013 / 1.013 /  6,1.134 / 1.375 /  3,1.039 / 1.273 / 10,1.013 / 1.013 /  5
7,2-2,0.894 / 0.894 /  7,0.894 / 0.894 /  7,0.894 / 0.894 /  8,0.894 / 0.894 /  5,1.124 / 1.124 / 10
8,2-3,1.323 / 1.323 /  7,0.894 / 0.894 /  5,0.894 / 0.894 /  9,1.373 / 1.653 /  7,1.138 / 1.434 /  7
9,2-4,0.889 / 0.889 /  8,0.962 / 1.253 / 10,0.964 / 1.275 / 10,0.993 / 1.253 /  7,0.889 / 0.889 / 10
