,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.825 / 1.931 / 99 / 99,1.844 / 1.931 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.343 / 1.688 / 99 / 99,1.280 / 1.699 / 99 / 99,1.621 / 1.989 / 99 / 99,1.836 / 2.116 / 99 / 99
2,1-2,1.368 / 1.831 / 99 / 99,1.464 / 1.884 / 99 / 99,1.410 / 1.800 / 99 / 99,1.302 / 1.647 / 99 / 99
3,1-3,1.413 / 1.413 / 99 / 99,2.238 / 2.344 / 99 / 99,2.355 / 2.539 / 99 / 99,1.413 / 1.413 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.155 / 1.155 / 99 / 99,1.526 / 1.654 / 99 / 99,1.000 / 1.000 / 99 / 99
5,2-0,1.177 / 1.480 / 70 / 70,1.137 / 1.397 / 67 / 67,1.174 / 1.480 / 62 / 62,1.104 / 1.480 / 43 / 43
6,2-1,0.888 / 0.888 / 57 / 57,0.888 / 0.888 / 51 / 51,0.888 / 0.888 / 47 / 47,0.888 / 0.888 / 74 / 74
7,2-2,1.066 / 1.139 / 22 / 22,1.214 / 1.427 / 62 / 62,1.181 / 1.427 / 52 / 52,1.284 / 1.510 / 61 / 61
8,2-3,1.172 / 1.478 / 38 / 38,1.188 / 1.534 / 27 / 27,1.304 / 1.478 / 55 / 55,1.278 / 1.478 / 82 / 82
9,2-4,1.237 / 1.478 / 64 / 64,1.247 / 1.900 / 47 / 47,1.168 / 1.478 / 43 / 43,1.152 / 1.478 / 42 / 42
