,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.069 / 1.155 / 99 / 99,1.185 / 1.185 / 99 / 99,1.969 / 2.159 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.627 / 2.143 / 99 / 99,1.883 / 2.294 / 99 / 99,1.959 / 2.900 / 99 / 99,1.867 / 2.486 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.919 / 1.929 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.078 / 1.078 / 99 / 99,1.078 / 1.078 / 99 / 99,1.158 / 1.158 / 99 / 99
4,1-4,1.308 / 1.554 / 99 / 99,1.787 / 1.806 / 99 / 99,2.447 / 2.639 / 99 / 99,1.570 / 1.597 / 99 / 99
5,2-0,0.905 / 1.306 / 56 / 56,0.898 / 0.898 / 36 / 36,0.898 / 0.898 / 62 / 62,0.898 / 0.898 / 36 / 36
6,2-1,1.437 / 1.437 / 33 / 33,1.437 / 1.437 / 59 / 59,2.412 / 2.412 / 58 / 58,1.437 / 1.437 / 71 / 71
7,2-2,1.162 / 1.625 / 50 / 50,0.923 / 1.257 / 65 / 65,1.068 / 1.625 / 74 / 74,1.196 / 1.625 / 24 / 24
8,2-3,1.191 / 1.675 / 54 / 54,1.522 / 1.817 / 62 / 62,1.462 / 2.016 / 31 / 31,1.431 / 1.692 / 66 / 66
9,2-4,1.086 / 1.754 / 57 / 57,1.306 / 1.761 / 61 / 61,1.021 / 1.363 / 35 / 35,1.054 / 1.351 / 39 / 39
