,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.224 / 1.250 /  9,1.041 / 1.041 /  9,1.000 / 1.000 /  9,0.976 / 0.976 /  9
1,1-1,1.000 / 1.000 /  9,1.371 / 1.501 /  9,1.494 / 1.592 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.192 / 1.405 /  9,1.091 / 1.103 /  9,1.000 / 1.000 /  9,1.136 / 1.404 /  9,1.541 / 1.699 /  9
3,1-3,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.558 / 1.558 /  9,1.000 / 1.000 /  9,1.053 / 1.477 /  9
4,1-4,1.318 / 1.318 /  9,1.318 / 1.318 /  9,1.844 / 1.844 /  9,1.318 / 1.318 /  9,1.282 / 1.318 /  9
5,2-0,1.774 / 1.942 /  6,1.415 / 1.826 /  8,1.047 / 1.047 /  7,1.818 / 1.942 /  5,1.849 / 2.029 /  8
6,2-1,0.569 / 0.696 /  9,0.793 / 0.807 /  8,0.803 / 0.997 /  9,0.553 / 0.553 /  5,0.574 / 0.696 /  7
7,2-2,1.321 / 1.321 / 11,1.881 / 1.901 /  2,1.327 / 1.327 /  8,1.321 / 1.321 /  8,1.321 / 1.321 /  8
8,2-3,0.913 / 1.017 /  8,1.424 / 1.782 /  9,1.391 / 1.488 /  9,0.898 / 0.898 /  4,0.910 / 1.017 / 10
9,2-4,1.448 / 1.448 /  4,1.301 / 1.378 /  8,1.047 / 1.047 /  8,1.448 / 1.448 /  8,1.448 / 1.448 /  9
