,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.607 / 1.998 /  9,337.102 / 1600.231 /  9,1.000 / 1.000 /  9,-1.000 / -1.000 /  0
1,1-1,1.000 / 1.000 /  9,1.409 / 1.657 /  9,90.999 / 538.575 /  7,-1.000 / -1.000 /  0,1.556 / 1.754 /  2
2,1-2,1.276 / 1.276 /  9,1.165 / 1.165 /  9,1.282 / 1.282 /  9,1.276 / 1.276 /  9,183.812 / 343.786 /  9
3,1-3,1.279 / 1.279 /  9,1.118 / 1.526 /  9,55.902 / 299.199 /  7,-1.000 / -1.000 /  0,1.476 / 1.618 /  2
4,2-0,0.945 / 1.069 /  9,1.367 / 1.832 /  8,28.592 / 138.021 /  5,178.616 / 433.445 /  3,-1.000 / -1.000 /  0
5,2-1,0.922 / 1.174 / 10,1.198 / 1.245 /  6,54.572 / 268.093 /  5,571.043 / 1283.823 /  3,-1.000 / -1.000 /  0
6,2-2,1.786 / 1.786 /  9,1.786 / 1.786 /  7,1.874 / 2.225 / 12,458.871 / 952.080 /  5,-1.000 / -1.000 /  0
7,2-3,0.892 / 0.892 /  9,1.297 / 2.513 /  8,1.074 / 2.891 / 11,363.036 / 823.559 /  7,555.161 / 1736.784 /  4
8,2-4,1.234 / 1.493 /  7,1.049 / 1.100 /  6,180.348 / 1190.030 /  9,232.557 / 515.157 /  7,-1.000 / -1.000 /  0
9,2-5,0.952 / 0.952 /  5,1.707 / 2.058 /  5,164.074 / 622.823 /  8,363.357 / 1086.672 /  3,1.341 / 1.341 /  1
10,2-6,1.126 / 1.126 /  6,0.799 / 1.090 /  7,6.164 / 49.468 /  9,0.793 / 1.126 /  9,1947.206 / 4382.237 / 8010
11,2-7,1.610 / 1.663 /  7,1.314 / 1.663 /  3,1.518 / 2.030 /  5,1.656 / 1.656 /  1,-1.000 / -1.000 /  0
