,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.053 / 1.479 /  9,1.380 / 1.697 /  9,-1.000 / -1.000 /  0,1.602 / 1.848 /  9,1.000 / 1.000 /  9
1,1-1,1.279 / 1.314 /  9,1.754 / 1.969 /  9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.314 / 1.314 /  9
2,1-2,1.390 / 1.390 /  9,1.741 / 1.741 /  9,-1.000 / -1.000 /  0,1.390 / 1.390 /  9,1.390 / 1.390 /  9
3,1-3,1.631 / 1.994 /  9,1.671 / 1.994 /  9,-1.000 / -1.000 /  0,1.747 / 2.008 /  9,1.588 / 1.604 /  9
4,2-0,1.481 / 1.518 / 10,1.700 / 1.747 /  8,-1.000 / -1.000 /  0,1.461 / 1.476 /  7,1.481 / 1.518 /  9
5,2-1,1.574 / 1.722 /  9,1.746 / 1.765 / 10,-1.000 / -1.000 /  0,1.513 / 1.513 /  5,1.534 / 1.683 /  8
6,2-2,0.884 / 0.884 / 10,1.143 / 1.143 /  6,-1.000 / -1.000 /  0,0.884 / 0.884 /  8,0.884 / 0.884 /  5
7,2-3,0.892 / 0.892 /  6,1.228 / 1.555 / 11,-1.000 / -1.000 /  0,1.322 / 1.448 /  8,0.892 / 0.892 /  8
8,2-4,0.941 / 0.941 /  9,0.941 / 0.941 /  4,-1.000 / -1.000 /  0,0.974 / 1.271 / 10,0.941 / 0.941 /  6
9,2-5,0.952 / 0.952 /  8,0.952 / 0.952 /  6,-1.000 / -1.000 /  0,1.000 / 1.286 /  7,0.952 / 0.952 /  6
10,2-6,1.133 / 1.486 /  8,1.082 / 1.082 /  7,-1.000 / -1.000 /  0,1.092 / 1.148 /  7,1.082 / 1.082 /  6
11,2-7,0.893 / 0.893 /  4,0.930 / 1.231 /  9,-1.000 / -1.000 /  0,0.893 / 0.893 /  7,0.893 / 0.893 /  7
