,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.300 / 1.702 / 99 / 99,1.529 / 1.857 / 99 / 99,1.618 / 1.857 / 99 / 99,1.343 / 1.702 / 99 / 99
1,1-1,1.980 / 2.208 / 99 / 99,1.724 / 1.922 / 99 / 99,1.759 / 1.973 / 99 / 99,2.036 / 2.208 / 99 / 99
2,1-2,1.171 / 1.727 / 99 / 99,1.466 / 1.740 / 99 / 99,1.494 / 1.740 / 99 / 99,1.218 / 1.727 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
4,2-0,0.919 / 0.919 / 29 / 29,1.187 / 1.333 / 47 / 47,1.203 / 1.333 / 53 / 53,0.919 / 0.919 / 51 / 51
5,2-1,0.788 / 1.393 / 72 / 72,0.840 / 1.129 / 34 / 34,0.846 / 1.039 / 63 / 63,0.774 / 1.039 / 52 / 52
6,2-2,1.465 / 1.465 / 26 / 26,1.143 / 1.143 / 51 / 51,1.143 / 1.143 / 55 / 55,1.465 / 1.465 / 48 / 48
7,2-3,1.264 / 1.777 / 30 / 30,1.137 / 1.887 / 44 / 44,1.326 / 1.887 / 67 / 67,1.440 / 2.104 / 27 / 27
8,2-4,1.760 / 1.760 / 57 / 57,1.760 / 1.760 / 24 / 24,1.760 / 1.760 / 43 / 43,1.760 / 1.760 / 77 / 77
9,2-5,1.943 / 1.958 / 74 / 74,1.519 / 1.519 / 52 / 52,1.519 / 1.519 / 62 / 62,1.947 / 1.958 / 61 / 61
10,2-6,1.010 / 1.207 / 60 / 60,1.007 / 1.283 / 63 / 63,1.050 / 1.283 / 54 / 54,0.915 / 1.207 / 28 / 28
11,2-7,0.764 / 1.014 / 41 / 41,0.811 / 1.014 / 52 / 52,0.757 / 1.014 / 54 / 54,0.712 / 0.712 / 13 / 13
