,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.277 / 1.622 /  9,1.006 / 1.063 /  9,1.015 / 1.549 /  9,0.990 / 1.493 /  9,0.878 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.177 / 1.371 /  9,1.148 / 1.148 /  9,1.005 / 1.005 /  9,1.199 / 1.254 /  9
2,1-2,1.553 / 1.758 /  9,1.721 / 1.721 /  9,1.721 / 1.721 /  9,1.497 / 1.758 /  9,1.390 / 1.390 /  9
3,1-3,1.269 / 1.305 /  9,1.299 / 1.353 /  9,1.936 / 2.095 /  9,1.139 / 1.162 /  9,1.476 / 1.846 /  9
4,2-0,1.083 / 1.083 / 12,1.083 / 1.083 /  5,1.103 / 1.103 /  8,1.083 / 1.083 /  8,1.083 / 1.083 /  9
5,2-1,0.894 / 0.894 /  8,0.894 / 0.894 /  8,0.894 / 0.894 /  9,0.894 / 0.894 /  6,0.894 / 0.894 /  9
6,2-2,1.314 / 1.314 / 10,1.077 / 1.077 /  9,1.077 / 1.077 /  5,1.314 / 1.314 /  8,1.314 / 1.314 /  7
7,2-3,0.888 / 0.888 /  8,0.888 / 0.888 /  7,1.295 / 1.455 /  9,0.888 / 0.888 /  8,1.178 / 1.406 / 10
8,2-4,0.906 / 0.906 / 10,0.906 / 0.906 /  6,0.906 / 0.906 /  5,0.906 / 0.906 /  8,0.906 / 0.906 /  8
9,2-5,0.740 / 0.740 /  4,0.740 / 0.740 /  4,1.028 / 1.054 /  7,0.740 / 0.740 /  7,0.961 / 0.961 /  8
10,2-6,0.907 / 0.907 /  6,0.907 / 0.907 /  9,0.907 / 0.907 /  6,0.907 / 0.907 / 12,0.907 / 0.907 /  8
11,2-7,0.954 / 1.045 /  8,0.918 / 1.045 / 10,0.904 / 0.904 /  7,0.811 / 0.811 / 11,0.811 / 0.811 / 10
