,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.769 / 1.000 /  9,0.834 / 1.583 /  9,0.834 / 1.583 /  9,1.000 / 1.000 /  9,0.800 / 1.280 /  9
1,1-1,1.394 / 1.444 /  9,1.380 / 1.380 /  9,1.380 / 1.380 /  9,1.380 / 1.380 /  9,1.416 / 1.616 /  9
2,1-2,1.000 / 1.000 /  9,1.034 / 1.465 /  9,1.770 / 1.861 /  9,1.387 / 1.387 /  9,1.465 / 1.618 /  9
3,1-3,1.000 / 1.000 /  9,1.087 / 1.087 /  9,1.055 / 1.055 /  9,1.371 / 1.417 /  9,1.445 / 1.572 /  9
4,2-0,1.185 / 1.185 /  9,1.816 / 1.816 /  8,1.816 / 1.816 /  6,1.327 / 1.327 /  5,1.665 / 1.665 /  5
5,2-1,1.432 / 1.432 /  8,0.897 / 1.607 /  9,0.897 / 1.607 /  9,0.808 / 0.808 /  7,1.000 / 1.736 /  9
6,2-2,0.653 / 0.653 /  6,0.932 / 0.932 /  5,0.949 / 1.017 /  8,0.932 / 0.932 /  4,0.964 / 1.017 /  8
7,2-3,1.236 / 1.772 /  6,1.760 / 2.301 /  5,1.128 / 1.128 /  8,1.939 / 2.041 /  7,1.128 / 1.128 /  7
8,2-4,0.873 / 0.873 /  5,0.707 / 0.707 / 10,0.735 / 0.873 /  6,0.793 / 1.479 /  9,0.707 / 0.707 /  7
9,2-5,1.427 / 1.427 /  7,1.477 / 1.948 /  7,2.658 / 3.049 /  8,1.786 / 2.364 /  8,1.912 / 1.912 /  4
10,2-6,1.003 / 1.091 /  6,1.285 / 1.285 /  7,1.375 / 1.688 /  9,1.347 / 1.557 / 10,1.315 / 1.557 /  9
11,2-7,0.895 / 0.895 /  9,1.301 / 1.472 /  4,1.266 / 1.472 / 10,1.352 / 1.679 /  8,1.309 / 1.472 /  7
