,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.977 / 1.987 /  9,1.000 / 1.000 /  9
1,1-1,1.040 / 1.359 /  9,1.852 / 2.131 /  9,2.060 / 2.410 /  9,1.239 / 1.359 /  9,1.080 / 1.717 /  9
2,1-2,1.344 / 1.420 /  9,1.916 / 1.916 /  9,1.916 / 1.916 /  9,1.334 / 1.334 /  9,1.878 / 1.878 /  9
3,1-3,1.127 / 1.381 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,2-0,1.885 / 1.973 /  9,1.924 / 1.973 /  7,1.916 / 2.254 /  7,1.860 / 1.860 /  4,1.860 / 1.860 /  6
5,2-1,1.293 / 1.550 /  6,1.331 / 1.790 /  5,1.210 / 1.526 /  8,1.429 / 1.718 /  6,1.400 / 1.526 /  7
6,2-2,1.063 / 1.330 /  8,1.025 / 1.330 /  7,0.974 / 0.974 / 11,0.974 / 0.974 / 10,0.974 / 0.974 /  8
7,2-3,0.891 / 0.891 /  9,0.891 / 0.891 /  8,0.891 / 0.891 /  9,0.891 / 0.891 / 10,0.925 / 1.163 /  8
8,2-4,0.897 / 0.897 /  7,0.920 / 1.107 /  9,0.950 / 1.107 /  8,0.950 / 1.107 /  4,0.920 / 1.107 /  9
9,2-5,1.007 / 1.272 /  8,1.289 / 1.304 /  8,1.328 / 1.640 /  9,1.146 / 1.304 /  5,1.395 / 1.698 /  7
10,2-6,0.895 / 0.895 /  6,0.895 / 0.895 /  3,0.895 / 0.895 /  6,0.895 / 0.895 /  6,0.895 / 0.895 /  7
11,2-7,0.892 / 0.892 / 10,0.892 / 0.892 /  6,0.892 / 0.892 /  7,0.892 / 0.892 /  5,0.892 / 0.892 /  6
