,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.019 / 1.167 /  9,1.140 / 1.439 /  9,1.695 / 1.742 /  9,1.068 / 1.442 /  9,2.025 / 2.186 /  9
1,1-1,1.037 / 1.332 /  9,-1.000 / -1.000 /  0,1.066 / 1.337 /  9,1.078 / 1.078 /  9,1.004 / 1.032 /  9
2,1-2,1.000 / 1.000 /  9,1.304 / 1.490 /  2,1.137 / 1.293 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
3,1-3,1.000 / 1.000 /  9,422.270 / 1264.519 /  3,1.102 / 1.200 /  9,1.189 / 1.189 /  9,1.097 / 1.097 /  9
4,2-0,1.684 / 1.684 /  8,-1.000 / -1.000 /  0,0.919 / 0.919 /  9,1.703 / 1.840 /  8,1.684 / 1.684 /  7
5,2-1,1.379 / 1.379 /  7,1.119 / 1.119 /  1,1.599 / 1.599 /  6,1.391 / 1.391 /  7,1.607 / 1.607 /  7
6,2-2,1.796 / 1.796 /  8,0.734 / 0.734 /  9,0.734 / 0.734 /  6,1.810 / 1.894 /  7,0.941 / 0.991 /  9
7,2-3,0.895 / 0.895 /  9,0.998 / 1.155 /  7,0.931 / 1.226 /  9,0.895 / 0.895 /  7,0.895 / 0.895 /  7
8,2-4,1.748 / 1.748 /  8,-1.000 / -1.000 /  0,1.301 / 1.301 /  6,1.748 / 1.748 /  8,1.301 / 1.301 /  8
9,2-5,1.028 / 1.037 /  8,1.542 / 1.542 /  1,0.561 / 0.561 /  8,1.027 / 1.027 /  8,1.027 / 1.027 /  9
10,2-6,1.446 / 1.446 / 10,-1.000 / -1.000 /  0,1.214 / 1.326 /  7,1.407 / 1.446 /  7,1.446 / 1.446 /  7
11,2-7,0.892 / 0.892 /  7,-1.000 / -1.000 /  0,1.026 / 1.277 /  6,0.892 / 0.892 /  5,0.976 / 0.976 /  6
