,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.135 / 1.244 /  9,1.138 / 1.404 /  9,1.830 / 2.061 /  9,1.027 / 1.244 /  9,1.197 / 1.197 /  9
1,1-1,1.203 / 1.365 /  9,1.100 / 1.896 /  9,2.019 / 2.262 /  9,1.041 / 1.365 /  9,1.280 / 1.652 /  9
2,1-2,1.031 / 1.275 /  9,1.031 / 1.275 /  9,2.226 / 2.436 /  9,1.183 / 1.206 /  9,1.031 / 1.275 /  9
3,1-3,1.565 / 1.713 /  9,1.348 / 1.348 /  9,2.112 / 2.337 /  9,1.387 / 1.684 /  9,1.886 / 1.886 /  9
4,2-0,1.587 / 1.587 /  5,1.643 / 1.643 /  4,1.587 / 1.587 /  4,1.587 / 1.587 /  8,1.598 / 1.633 /  8
5,2-1,0.840 / 0.840 /  9,0.892 / 0.892 /  7,0.840 / 0.840 /  8,0.840 / 0.840 /  6,0.872 / 1.125 /  9
6,2-2,0.807 / 0.807 /  7,1.458 / 1.526 /  6,-1.000 / -1.000 /  0,1.377 / 1.676 /  8,1.248 / 1.248 /  9
7,2-3,1.151 / 1.151 /  8,1.546 / 1.568 /  8,0.893 / 0.893 /  8,1.151 / 1.151 /  6,1.884 / 1.884 /  9
8,2-4,1.490 / 1.744 /  5,1.700 / 2.209 /  9,1.327 / 1.744 / 10,1.605 / 1.744 / 11,1.426 / 1.744 /  8
9,2-5,0.888 / 0.888 /  7,0.888 / 0.888 /  8,1.168 / 1.483 / 10,0.888 / 0.888 /  9,0.888 / 0.888 /  6
10,2-6,1.042 / 1.273 /  5,0.984 / 1.273 /  8,-1.000 / -1.000 /  0,0.952 / 1.273 /  6,1.125 / 1.486 /  5
11,2-7,1.852 / 1.930 /  8,0.892 / 0.892 /  7,1.572 / 2.140 /  9,1.898 / 2.140 /  7,1.479 / 2.035 /  8
