,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.425 / 1.698 /  9,1.596 / 1.698 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.013 / 1.206 /  9,0.975 / 1.014 /  9,0.910 / 0.916 /  9,0.949 / 1.206 /  9,0.937 / 1.099 /  9
2,1-2,1.396 / 1.513 /  9,2.277 / 2.277 /  9,2.277 / 2.277 /  9,1.397 / 1.524 /  9,1.381 / 1.381 /  9
3,1-3,1.000 / 1.000 /  9,1.125 / 1.125 /  9,1.125 / 1.125 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.229 / 1.344 /  9,1.554 / 1.873 /  9,1.554 / 1.873 /  9,1.306 / 1.344 /  9,1.619 / 1.886 /  9
5,1-5,1.353 / 1.353 /  9,1.667 / 1.771 /  9,1.756 / 1.756 /  9,1.353 / 1.353 /  9,1.652 / 1.652 /  9
6,1-6,1.274 / 1.274 /  9,1.397 / 1.439 /  9,1.557 / 1.787 /  9,1.274 / 1.274 /  9,1.594 / 1.594 /  9
7,1-7,2.613 / 2.613 /  9,1.901 / 1.901 /  9,1.901 / 1.901 /  9,1.901 / 1.901 /  9,1.901 / 1.901 /  9
8,2-0,1.567 / 1.646 /  8,0.909 / 0.909 /  8,0.909 / 0.909 /  4,0.909 / 0.909 /  8,0.954 / 1.318 /  9
9,2-1,0.895 / 0.895 /  7,0.895 / 0.895 /  9,0.959 / 1.277 /  6,0.895 / 0.895 /  7,0.930 / 1.277 / 11
10,2-2,1.363 / 1.363 /  5,0.865 / 0.865 /  4,0.865 / 0.865 /  8,0.965 / 1.165 /  9,0.865 / 0.865 /  7
11,2-3,1.465 / 1.465 /  8,1.692 / 1.692 /  7,1.692 / 1.692 /  4,1.471 / 1.520 /  9,1.260 / 1.260 /  8
12,2-4,1.393 / 1.546 /  6,0.865 / 0.865 /  5,0.865 / 0.865 /  8,0.865 / 0.865 /  7,0.865 / 0.865 /  7
13,2-5,1.220 / 1.220 /  4,1.220 / 1.220 /  7,1.229 / 1.266 /  5,1.237 / 1.338 /  9,1.220 / 1.220 /  7
14,2-6,1.493 / 1.493 /  5,1.030 / 1.084 /  6,1.004 / 1.004 /  7,1.004 / 1.004 /  5,1.044 / 1.084 /  6
15,2-7,0.919 / 0.919 / 10,0.919 / 0.919 / 11,0.919 / 0.919 /  8,0.919 / 0.919 /  4,1.582 / 1.582 /  6
